day	municipality	both
0.4697720149119557	0.05796230521267704	-0.012904606459999041
0.46745121667908635	-0.023603157039221615	0.03627267458515639
0.4727289485344424	-0.06308955766577162	-0.06453504378773439
0.4711570020237866	-0.008961139275251924	-0.004045443445721372
0.46741546452667965	-0.11187412157857947	0.011206480927358705
0.47093828059924403	0.03392496345293436	-0.01118603050841753
0.4709512589833967	-0.11740069880994293	0.07525723977533189
0.4921767589768901	-0.04773351715502433	0.03106189859377004
0.4840586847792787	-0.03903804755011496	0.021181943547894374
0.47039498715530453	-0.03318884853787871	0.0025892587504849655
0.474642015263817	-0.03604261437679875	-0.0006895633333398637
0.4692170941168708	-0.04505990543379368	-0.0424259827082958
0.4751878708461722	-0.07416320534522979	0.04212745818077319
0.4612608191223252	-0.014878110409420834	-0.00931895635962144
0.4710010683494488	0.061992252472289414	-0.01857764416774635
0.48107490743549836	-0.10357060036334512	0.050330767361795786
0.4892483399582987	0.00836341347723046	-0.005642217378406484
0.4550980367267904	-0.08045236523261723	-0.050895929956880206
0.49919075939162993	0.052725405417521534	0.022128072403436345
0.4787861395089324	-0.048042217455077973	0.002407737850615066
0.4747167914819009	-0.023257860311188858	-0.035599014831850004
0.47624522925517737	-0.07531489527132762	-0.03830386676390542
0.4843973567107829	0.014055904588544554	-0.00902914681665047
0.48343147331211067	0.01595175986945491	-0.04065162038253532
0.4775603146510635	-0.034705280874836264	-0.028645911183743995
0.4836117066912993	0.034053558618401696	0.022799634901994142
0.4832303506969126	-0.0006483671342856312	-0.017508093068934052
0.4954033473353746	-0.10563675273576781	-0.017421727735895082
0.49336641088273403	-0.018169757919400203	0.016268497538390103
0.4788976337242366	-0.05686916409463403	0.009397830960282448
0.48481145559815886	-0.008245624169718127	0.07896696873538012
0.49515466352992127	-0.012501091217280822	-0.0011173014386291842
0.4753442280268199	-0.005177192658415832	0.024805287690340985
0.4759148142273344	-0.007434662588104921	-0.04229141563278412
0.48723125498355496	-0.07404005630138441	0.05084784522604328
0.4625786877858092	-0.04290994883027694	0.01715652644594917
0.4739292366225307	-0.05521401634371315	0.01200560983415264
0.47467290744567336	-0.03802745691680404	0.009208414658150657
0.4703396723027662	-0.0428284958778258	-0.04694399599851192
0.48939839018208775	-0.10567756144001615	0.010897488139374103
0.46179273354122513	-0.0795459023461651	-0.007034036043155202
0.4817162766714926	-0.08072281002769671	-0.024769221239484836
0.4857264613291526	-0.056281331090497065	-0.07351735714954971
0.4631780935347782	-0.06567261667556443	0.05901248860105665
0.4613269765989292	-0.06859683411363518	0.05640307944272382
0.4803061308869125	-0.020064816173662754	0.07666597255183866
0.4724930250757358	-0.0013584119144924723	-0.019052080031513447
0.49407888862778354	-0.0007041458334210542	0.036651403106241834
0.46812344381384835	0.005232308144779782	-0.010213169111655422
0.4752532902430989	0.037370271503800435	-0.03269189060633039
0.46617221771974976	0.020155561743639028	-0.037961792356329134
0.47344113288527473	-0.0906391932845426	-0.008590373968862282
0.4697874964749226	-0.0506114605959802	-0.07529270226670447
0.4675259621257146	-0.1102536330831449	0.005890718308104263
0.48556112939112084	0.030932588784135143	0.0053303437017924345
0.46466558085143816	-0.01738129962783021	0.03662247455309825
0.4660196671709357	-0.022097045871337963	-0.02869140540784439
0.4850015088125093	-0.022397805329732755	-0.04224080280195261
0.480747250911677	-0.04349456843619572	0.07821099035302351
0.461094374881271	-0.05026293276989347	-0.013179458313197893
0.4636143404349766	0.027401601943478918	-0.052901491788818346
0.46657892292160397	0.01933000940386031	0.000718795300667256
0.46813654217528317	-0.10356462322960715	0.07556066451145994
0.4760488661183875	-0.04602590584708846	0.021443244806677936
0.4941212467260555	0.004068243888089445	-0.043503094717687166
0.48053510441616376	-0.022432612396304532	-0.04074479210771379
