ADM2_PCODE	epidemic_id	t	imax	duration
CO41396	CO41396.11	249	0.0197808562379641	301
CO41396	CO41396.12	174	0.00453311288786678	182
CO41524	CO41524.2	6	0.00357021606892811	42
CO41524	CO41524.3	174	0.00285617285514249	28
CO41524	CO41524.4	291	0.0099966049929987	112
CO41524	CO41524.5	171	0.00499830249649935	70
CO41524	CO41524.6	269	0.00785447535164183	91
CO41524	CO41524.7	120	0.0121387346343556	154
CO41524	CO41524.8	6	0.00928256177921308	588
CO41524	CO41524.9	306	0.0142808642757124	98
CO41524	CO41524.11	326	0.00357021606892811	70
CO41524	CO41524.13	97	0.0314179014065673	259
CO41551	CO41551.1	35	0.00260829118175611	203
CO41551	CO41551.2	67	0.00160510226569607	161
CO41551	CO41551.3	270	0.0190605894051408	385
CO41551	CO41551.4	50	0.00381211788102816	140
CO41551	CO41551.6	90	0.00220701561533209	154
CO41551	CO41551.8	82	0.00401275566424017	833
CO41551	CO41551.9	83	0.00642040906278427	273
CO41668	CO41668.2	347	0.0162030690084867	693
CO41668	CO41668.3	359	0.00694417243220857	210
CO41668	CO41668.7	111	0.00308629885875936	49
CO44001	CO44001.1	287	0.00148150346354388	70
CO44001	CO44001.3	335	0.00148150346354388	112
CO44001	CO44001.5	312	0.0021164335193484	140
CO44001	CO44001.7	282	0.0026455418991855	105
CO44001	CO44001.8	288	0.00201061184338098	567
CO44001	CO44001.9	264	0.00116403843564162	273
CO44001	CO44001.10	284	0.00137568178757646	112
CO44001	CO44001.11	21	0.00338629363095743	476
CO44035	CO44035.1	99	0.00311311283159298	98
CO44035	CO44035.2	288	0.00207540855439532	84
CO44035	CO44035.3	286	0.0051885213859883	287
CO44035	CO44035.4	285	0.00207540855439532	28
CO44035	CO44035.5	312	0.00207540855439532	49
CO44035	CO44035.6	56	0.00103770427719766	35
CO44035	CO44035.7	322	0.00207540855439532	126
CO44078	CO44078.1	266	0.0052117598358598	42
CO44078	CO44078.2	344	0.0141462052687623	434
CO44078	CO44078.4	278	0.00297814847763417	35
CO44078	CO44078.5	298	0.00744537119408543	77
CO44078	CO44078.6	126	0.00670083407467688	112
CO44078	CO44078.7	266	0.0104235196717196	119
CO44090	CO44090.2	193	0.00404038887400857	56
CO44090	CO44090.3	3	0.00323231109920685	35
CO44090	CO44090.4	289	0.00242423332440514	28
CO44090	CO44090.6	13	0.00404038887400857	329
CO44090	CO44090.7	138	0.00404038887400857	91
CO44090	CO44090.8	285	0.00161615554960343	28
CO44090	CO44090.9	298	0.00323231109920685	70
CO44090	CO44090.10	245	0.00323231109920685	189
CO44279	CO44279.1	223	0.00386797401948195	28
CO44279	CO44279.2	342	0.00541516362727472	84
CO44279	CO44279.3	271	0.00464156882337833	56
CO44279	CO44279.4	355	0.00309437921558556	35
CO44279	CO44279.5	270	0.00541516362727472	91
CO44279	CO44279.6	203	0.00618875843117111	168
CO44430	CO44430.1	308	0.0033041817468665	84
CO44430	CO44430.4	363	0.00183565652603694	98
CO44430	CO44430.5	340	0.00220278783124433	91
CO44430	CO44430.7	338	0.00146852522082955	84
CO44430	CO44430.8	295	0.00348774739947019	581
CO44430	CO44430.9	344	0.00367131305207388	161
CO44430	CO44430.10	308	0.00238635348384802	154
CO44430	CO44430.11	293	0.00385487870467758	63
CO44560	CO44560.1	112	0.00207170758861446	105
CO44560	CO44560.5	188	0.00103585379430723	42
CO44560	CO44560.6	340	0.00155378069146085	49
CO44560	CO44560.7	66	0.00103585379430723	63
CO44560	CO44560.9	296	0.0033665248314985	140
CO44560	CO44560.10	13	0.00103585379430723	63
CO44560	CO44560.12	216	0.00129481724288404	189
CO44560	CO44560.14	365	0.00129481724288404	147
CO44650	CO44650.1	182	0.00423464334841825	35
CO44650	CO44650.3	220	0.00352886945701521	28
CO44650	CO44650.4	283	0.00282309556561217	35
CO44650	CO44650.5	162	0.00494041723982129	259
CO44650	CO44650.6	97	0.00282309556561217	112
CO44650	CO44650.7	342	0.00352886945701521	56
CO44650	CO44650.8	117	0.0084692866968365	280
CO44650	CO44650.9	270	0.00494041723982129	91
CO44650	CO44650.10	276	0.00352886945701521	56
CO44650	CO44650.11	133	0.00705773891403042	287
CO44847	CO44847.4	335	0.00246108924838368	91
CO44847	CO44847.5	278	0.00123054462419184	49
CO44847	CO44847.6	71	0.00107672654616786	105
CO44847	CO44847.7	344	0.00199963501431174	175
CO44847	CO44847.8	301	0.00138436270221582	168
CO47001	CO47001.1	161	0.00248798704780453	231
CO47001	CO47001.4	298	0.00222330757463384	483
CO47001	CO47001.5	295	0.00291147420487764	539
CO47001	CO47001.7	236	0.00174688452292659	147
CO47001	CO47001.8	284	0.00100578199804864	105
CO47001	CO47001.9	203	0.00455248693853595	259
CO47053	CO47053.2	319	0.00307056303953984	42
CO47053	CO47053.3	196	0.0159669278056072	273
CO47053	CO47053.4	160	0.00307056303953984	70
CO47189	CO47189.1	363	0.00242969897092015	126
CO47189	CO47189.2	207	0.00145781938255209	42
CO47189	CO47189.3	344	0.00267266886801216	420
CO47189	CO47189.5	256	0.00267266886801216	105
CO47189	CO47189.6	301	0.00437345814765627	294
CO47245	CO47245.1	119	0.00272117762286546	77
CO47245	CO47245.2	24	0.00136058881143273	35
CO47245	CO47245.4	104	0.00226764801905455	105
CO47245	CO47245.5	272	0.00181411841524364	70
CO47245	CO47245.6	277	0.00725647366097455	140
CO47245	CO47245.7	115	0.00226764801905455	42
CO47245	CO47245.8	220	0.00226764801905455	49
CO47245	CO47245.9	139	0.00362823683048728	217
CO47288	CO47288.1	267	0.00206913409065172	315
CO47288	CO47288.2	244	0.00165530727252137	105
CO47288	CO47288.3	67	0.00124148045439103	35
CO47288	CO47288.4	249	0.0124148045439103	168
CO47288	CO47288.6	136	0.00206913409065172	56
CO47288	CO47288.7	126	0.014483938634562	294
CO47288	CO47288.9	293	0.00206913409065172	63
CO47555	CO47555.2	274	0.00339320481321915	42
CO47555	CO47555.3	27	0.00339320481321915	322
CO47555	CO47555.4	263	0.00387794835796474	63
CO47555	CO47555.5	104	0.010664357984403	252
CO47980	CO47980.1	21	0.00285916982182524	35
CO47980	CO47980.3	76	0.00163381132675728	133
CO47980	CO47980.4	315	0.00326762265351456	147
CO47980	CO47980.5	132	0.00490143398027183	224
CO50001	CO50001.1	91	0.00481751303757184	119
CO50001	CO50001.2	95	0.00305109159046216	91
CO50001	CO50001.3	17	0.00711921371107838	252
CO50001	CO50001.4	345	0.00658393448468151	217
CO50001	CO50001.5	309	0.00802918839595306	952
CO50001	CO50001.6	45	0.00321167535838122	98
CO50001	CO50001.7	112	0.00556690395452745	140
CO50001	CO50001.8	315	0.016754239786222	406
CO50006	CO50006.1	105	0.0098438704253438	133
CO50006	CO50006.3	10	0.0113583120292428	259
CO50006	CO50006.4	15	0.0155230264399652	301
CO50006	CO50006.5	365	0.0219594032565362	658
CO50006	CO50006.6	341	0.0155230264399652	203
CO50006	CO50006.7	3	0.00719359761852047	63
CO50006	CO50006.8	105	0.0132513640341166	196
CO50006	CO50006.9	13	0.0268813384692081	322
CO50313	CO50313.1	36	0.0165574731877577	1288
CO50313	CO50313.2	249	0.00679280951292623	161
CO50313	CO50313.3	126	0.0212275297278945	567
CO50350	CO50350.1	50	0.00542519594543684	175
CO50350	CO50350.2	351	0.00465016795323158	357
CO50350	CO50350.3	26	0.0155005598441053	175
CO50350	CO50350.4	215	0.00465016795323158	42
CO50350	CO50350.5	88	0.00542519594543684	84
CO50350	CO50350.6	66	0.00697525192984737	147
CO50350	CO50350.7	98	0.00387513996102632	154
CO50350	CO50350.8	216	0.00465016795323158	140
CO50573	CO50573.1	6	0.00735880284819415	329
CO50573	CO50573.2	38	0.0198687676901242	182
CO50573	CO50573.3	29	0.00809468313301356	98
CO50573	CO50573.5	13	0.0117740845571106	343
CO50573	CO50573.6	89	0.01250996484193	252
CO50573	CO50573.7	11	0.060342183355192	126
CO50573	CO50573.8	221	0.00588704227855532	98
CO50573	CO50573.10	105	0.01250996484193	126
CO50573	CO50573.11	90	0.0286993311079572	266
CO52250	CO52250.1	32	0.00490153869592897	49
CO52678	CO52678.1	365	0.00579909488293059	364
CO54003	CO54003.1	49	0.00868074568568068	28
CO54003	CO54003.2	175	0.00467424767690498	133
CO54003	CO54003.3	115	0.00734524634942211	49
CO54003	CO54003.4	159	0.00600974701316355	77
CO54003	CO54003.5	285	0.00333874834064642	42
CO54003	CO54003.6	228	0.0106839946900685	357
CO54003	CO54003.7	276	0.0040064980087757	105
CO54003	CO54003.8	174	0.0040064980087757	168
CO54405	CO54405.1	112	0.00464483277284372	63
CO54405	CO54405.2	364	0.00371586621827497	56
CO54405	CO54405.3	139	0.00278689966370623	63
CO54405	CO54405.4	293	0.00402552173646455	56
CO54405	CO54405.5	144	0.00433517725465414	49
CO54405	CO54405.6	263	0.0148634648730999	469
CO54405	CO54405.7	113	0.00371586621827497	49
CO54405	CO54405.8	197	0.00805104347292911	903
CO54405	CO54405.9	333	0.00433517725465414	42
CO54405	CO54405.10	217	0.00774138795473953	315
CO54498	CO54498.1	182	0.00386469620827449	161
CO54498	CO54498.2	319	0.00437998903604442	364
CO54498	CO54498.3	211	0.00360704979438953	154
CO54498	CO54498.4	90	0.00180352489719476	98
CO54498	CO54498.5	251	0.00257646413884966	154
CO54498	CO54498.6	117	0.00824468524431892	273
CO54498	CO54498.7	109	0.00360704979438953	35
CO54498	CO54498.8	221	0.00695645317489408	504
CO54498	CO54498.9	211	0.00309175696661959	56
CO54498	CO54498.11	266	0.00412234262215946	105
CO54498	CO54498.12	118	0.00850233165820388	238
CO54810	CO54810.1	20	0.00346638912414833	35
CO54810	CO54810.3	22	0.00554622259863732	56
CO54810	CO54810.4	281	0.00901261172278565	847
CO54810	CO54810.5	67	0.012479000846934	336
CO54810	CO54810.6	115	0.00415966694897799	77
CO54874	CO54874.1	161	0.00449939376770158	49
CO54874	CO54874.2	158	0.0101986258734569	623
CO54874	CO54874.3	183	0.00269963626062095	63
CO54874	CO54874.4	316	0.0104985854579704	763
CO54874	CO54874.5	123	0.00269963626062095	42
CO54874	CO54874.6	242	0.0038994745986747	133
CO54874	CO54874.7	337	0.0038994745986747	56
CO54874	CO54874.9	182	0.0152979388101854	294
CO63001	CO63001.1	70	0.00231875817321034	245
CO63001	CO63001.2	298	0.0328920140866503	406
CO63001	CO63001.3	9	0.00206111837618697	84
CO63001	CO63001.4	351	0.00601159526387865	1365
CO63001	CO63001.5	360	0.00111643912043461	28
CO63130	CO63130.1	365	0.00819959414816508	315
CO63130	CO63130.2	13	0.00327983765926603	35
CO63130	CO63130.3	284	0.023942814912642	357
CO63130	CO63130.4	41	0.00295185389333943	231
CO63130	CO63130.5	335	0.00918354544594489	679
CO63130	CO63130.6	347	0.00721564285038527	196
CO63190	CO63190.1	31	0.0189559399805144	252
CO63190	CO63190.2	271	0.00491450295791113	77
CO63190	CO63190.3	116	0.0112331496180826	532
CO63401	CO63401.1	365	0.00860690580364418	161
CO63401	CO63401.2	203	0.00614778985974584	140
CO63401	CO63401.3	27	0.00368867391584751	42
CO63401	CO63401.4	10	0.0135251376914409	357
CO63401	CO63401.5	107	0.00430345290182209	273
CO63401	CO63401.7	83	0.00737734783169501	70
CO63401	CO63401.8	328	0.00614778985974584	175
CO63401	CO63401.9	159	0.0141399166774154	385
CO63401	CO63401.11	244	0.00614778985974584	112
CO63470	CO63470.1	7	0.0114665402256024	245
CO63470	CO63470.2	301	0.00965603387419145	105
CO63470	CO63470.4	272	0.00603502117136966	70
CO63470	CO63470.5	10	0.052504684190916	287
CO63470	CO63470.6	156	0.00724202540564359	77
CO63470	CO63470.7	317	0.00663852328850663	98
CO63470	CO63470.8	34	0.0150875529284241	735
CO63470	CO63470.9	95	0.0126735444598763	105
CO63470	CO63470.10	24	0.0102595359913284	119
CO63594	CO63594.1	365	0.00572610160839211	112
CO63594	CO63594.2	175	0.00715762701049014	84
CO63594	CO63594.3	48	0.00429457620629408	28
CO63594	CO63594.4	24	0.0207571183304214	329
CO63594	CO63594.5	93	0.0100206778146862	273
CO63594	CO63594.6	120	0.00429457620629408	49
CO63594	CO63594.7	40	0.0186098302272744	644
CO63594	CO63594.8	10	0.00429457620629408	70
CO66001	CO66001.2	112	0.0012836861438546	301
CO66001	CO66001.3	242	0.0252993144184678	518
CO66001	CO66001.7	279	0.00310224151431528	1120
CO66170	CO66170.1	7	0.00112876787174221	301
CO66170	CO66170.2	249	0.0216974268679335	504
CO66170	CO66170.6	60	0.00677260723045324	651
CO66400	CO66400.1	365	0.00900554509136322	259
CO66400	CO66400.2	308	0.00409342958698328	84
CO66400	CO66400.3	193	0.00409342958698328	35
CO66400	CO66400.4	277	0.00409342958698328	56
CO66400	CO66400.5	10	0.00736817325656991	266
CO66400	CO66400.6	159	0.00409342958698328	28
CO66400	CO66400.7	250	0.00491211550437994	49
CO66400	CO66400.8	32	0.026197949356693	252
CO66400	CO66400.9	326	0.00818685917396657	112
CO66400	CO66400.10	136	0.00327474366958663	56
CO66400	CO66400.11	280	0.0057308014217766	231
CO66400	CO66400.12	195	0.00654948733917325	161
CO66594	CO66594.2	87	0.0032061539894344	49
CO66682	CO66682.1	10	0.0107817739905858	301
CO66682	CO66682.2	142	0.00347799160986638	147
CO66682	CO66682.3	352	0.00139119664394655	105
CO66682	CO66682.4	141	0.00139119664394655	28
CO66682	CO66682.5	24	0.00208679496591983	189
CO68001	CO68001.1	365	0.0091592662455732	406
CO68001	CO68001.3	272	0.0023013231772797	35
CO68001	CO68001.4	116	0.0137619126001326	539
CO68001	CO68001.5	281	0.00708807538602147	1001
CO68001	CO68001.6	3	0.00441854050037702	154
CO68001	CO68001.7	104	0.00464867281810499	217
CO68081	CO68081.1	21	0.0113269913886963	224
CO68081	CO68081.2	305	0.0066180174405866	329
CO68081	CO68081.3	120	0.00763617396990761	1183
CO68081	CO68081.4	305	0.00216358262480716	91
CO68081	CO68081.6	97	0.0038180869849538	259
CO68190	CO68190.2	122	0.00272904133262346	35
CO68190	CO68190.4	64	0.00927874053091975	182
CO68190	CO68190.5	365	0.00272904133262346	49
CO68190	CO68190.6	97	0.00327484959914815	70
CO68190	CO68190.7	244	0.0065496991982963	567
CO68190	CO68190.8	179	0.00272904133262346	35
CO68190	CO68190.9	24	0.00218323306609877	56
CO68190	CO68190.11	357	0.0136452066631173	364
CO68276	CO68276.1	77	0.00970305871719302	259
CO68276	CO68276.2	11	0.0169327887417682	658
CO68276	CO68276.3	351	0.00903716253071899	784
CO68276	CO68276.4	81	0.00447101725203992	231
CO68276	CO68276.5	354	0.0070394739712969	203
CO68276	CO68276.6	104	0.00437588922540077	231
CO68307	CO68307.1	98	0.00631664103668511	196
CO68307	CO68307.2	27	0.00240633944254671	28
CO68307	CO68307.4	18	0.00676782968216261	315
CO68307	CO68307.5	361	0.0111293199217785	343
CO68307	CO68307.6	260	0.00827179183375431	1022
CO68307	CO68307.7	17	0.00375990537897923	140
CO68307	CO68307.8	139	0.00406069780929757	217
CO68406	CO68406.1	133	0.00596918613475471	63
CO68406	CO68406.2	273	0.00464270032703144	70
CO68406	CO68406.3	118	0.0039794574231698	112
CO68406	CO68406.4	300	0.0039794574231698	126
CO68406	CO68406.5	214	0.00663242903861634	63
CO68406	CO68406.6	66	0.00331621451930817	42
CO68406	CO68406.7	192	0.00331621451930817	42
CO68406	CO68406.8	83	0.014591343884956	1183
CO68406	CO68406.10	304	0.00331621451930817	63
CO68406	CO68406.11	97	0.00795891484633961	259
CO68547	CO68547.1	365	0.00607027519857624	343
CO68547	CO68547.2	123	0.0107530589231922	511
CO68547	CO68547.3	232	0.00693745736980141	889
CO68547	CO68547.4	81	0.00398903798763581	203
CO68547	CO68547.5	60	0.00346872868490071	83
CO68547	CO68547.6	76	0.00849838527800673	231
CO68575	CO68575.1	154	0.00787456975315574	385
CO68575	CO68575.2	230	0.0031498279012623	196
CO68575	CO68575.4	10	0.00472474185189344	161
CO68575	CO68575.5	65	0.00472474185189344	70
CO68575	CO68575.6	352	0.00787456975315574	84
CO68575	CO68575.7	169	0.00472474185189344	203
CO68575	CO68575.8	97	0.00236237092594672	42
CO68575	CO68575.9	181	0.00236237092594672	35
CO68575	CO68575.11	33	0.00236237092594672	56
CO68575	CO68575.12	222	0.00157491395063115	35
CO68575	CO68575.13	11	0.0031498279012623	63
CO68575	CO68575.15	340	0.00236237092594672	42
CO68575	CO68575.16	350	0.00393728487657787	56
CO68575	CO68575.17	90	0.00236237092594672	77
CO68679	CO68679.1	49	0.0103103659772044	231
CO68679	CO68679.2	308	0.00801917353782563	119
CO68679	CO68679.3	293	0.00343678865906813	35
CO68679	CO68679.4	242	0.00343678865906813	28
CO68679	CO68679.5	305	0.0378046752497494	343
CO68679	CO68679.6	76	0.0154655489658066	1288
CO68679	CO68679.7	283	0.00572798109844688	77
CO68679	CO68679.8	181	0.0045823848787575	35
CO68679	CO68679.9	307	0.00286399054922344	49
CO68689	CO68689.1	147	0.00441977255378996	42
CO68689	CO68689.2	22	0.00810291634861492	175
CO68689	CO68689.3	302	0.00294651503585997	49
CO68689	CO68689.4	83	0.00368314379482496	161
CO68689	CO68689.5	68	0.0147325751792999	252
CO68689	CO68689.6	74	0.0103128026255099	168
CO68689	CO68689.7	326	0.00368314379482496	119
CO68689	CO68689.9	62	0.00957617386654491	175
CO68755	CO68755.1	186	0.0352653630322759	420
CO68755	CO68755.2	316	0.0139421202685742	427
CO68755	CO68755.3	159	0.00738112249512751	126
CO68755	CO68755.4	109	0.0123018708252125	378
CO68755	CO68755.5	97	0.0205031180420209	259
CO70001	CO70001.1	217	0.00243110669809309	105
CO70001	CO70001.2	249	0.00243110669809309	35
CO70001	CO70001.3	45	0.00205709028300185	35
CO70001	CO70001.4	178	0.00299213132072996	259
CO70001	CO70001.6	338	0.00280512311318434	98
CO70001	CO70001.7	106	0.0158956976413779	1043
CO70001	CO70001.8	109	0.00561024622636867	259
CO70001	CO70001.9	301	0.0138386073583761	420
CO70215	CO70215.2	24	0.00247153920041841	35
CO70215	CO70215.3	332	0.00288346240048815	84
CO70215	CO70215.4	184	0.00288346240048815	49
CO70215	CO70215.5	344	0.00370730880062762	427
CO70215	CO70215.7	236	0.00823846400139471	140
CO70215	CO70215.8	146	0.00988615680167365	210
CO70429	CO70429.1	326	0.00370400983600108	112
CO70429	CO70429.2	67	0.00222240590160065	98
CO70429	CO70429.3	238	0.00518561377040152	70
CO70670	CO70670.1	203	0.00760377581912454	175
CO70670	CO70670.2	55	0.00380188790956227	56
CO70670	CO70670.4	258	0.00443553589448932	63
CO70670	CO70670.5	158	0.00950471977390568	70
CO70670	CO70670.6	192	0.00506918387941636	112
CO70670	CO70670.8	113	0.0069701278341975	126
CO70670	CO70670.9	351	0.00443553589448932	77
CO70670	CO70670.10	104	0.00570283186434341	182
CO70670	CO70670.11	328	0.00633647984927045	133
CO70670	CO70670.12	152	0.00760377581912454	595
CO70670	CO70670.13	136	0.00506918387941636	77
CO70670	CO70670.14	343	0.00760377581912454	119
CO70670	CO70670.15	139	0.00887107178897864	217
CO70708	CO70708.1	21	0.0032354498754667	63
CO70708	CO70708.2	112	0.00462207125066672	105
CO70708	CO70708.3	6	0.00369765700053337	203
CO70708	CO70708.4	272	0.00231103562533336	84
CO70708	CO70708.5	186	0.00508427837573339	91
CO70708	CO70708.6	101	0.00554648550080006	238
CO70708	CO70708.7	120	0.00415986412560005	63
CO70708	CO70708.8	246	0.00277324275040003	105
CO70708	CO70708.9	20	0.0032354498754667	273
CO70708	CO70708.10	215	0.0115551781266668	575
CO70708	CO70708.11	185	0.0032354498754667	63
CO70708	CO70708.12	301	0.00231103562533336	28
CO70708	CO70708.13	13	0.00277324275040003	70
CO70708	CO70708.14	132	0.0124795923768001	182
CO70713	CO70713.1	69	0.00149827661481519	63
CO70713	CO70713.2	167	0.00149827661481519	84
CO70713	CO70713.3	250	0.00199770215308692	84
CO70713	CO70713.4	235	0.00549368092098904	112
CO70713	CO70713.5	13	0.00449482984444558	266
CO70713	CO70713.6	314	0.00149827661481519	42
CO73001	CO73001.1	235	0.0159697908879736	476
CO73001	CO73001.2	127	0.00803052341795243	1505
CO73001	CO73001.3	69	0.00958187453278415	287
CO73168	CO73168.2	98	0.0121667125226535	231
CO73168	CO73168.3	11	0.00793481251477403	42
CO73168	CO73168.4	193	0.00846380001575896	245
CO73168	CO73168.5	218	0.0116377250216686	966
CO73168	CO73168.6	343	0.0211595000393974	378
CO73268	CO73268.1	354	0.0104598262154239	168
CO73268	CO73268.2	213	0.00653739138463995	196
CO73268	CO73268.3	352	0.00719113052310395	182
CO73268	CO73268.4	232	0.0169972176000639	938
CO73268	CO73268.5	263	0.0101329566461919	119
CO73268	CO73268.6	304	0.00490304353847996	42
CO73268	CO73268.9	203	0.00490304353847996	56
CO73268	CO73268.10	294	0.0264764351077918	427
CO73283	CO73283.1	3	0.0170556559042668	238
CO73283	CO73283.2	320	0.00649739272543496	84
CO73283	CO73283.3	216	0.015431307722908	140
CO73319	CO73319.1	347	0.00991580218989521	217
CO73319	CO73319.2	1	0.00610203211685859	42
CO73319	CO73319.3	148	0.00457652408764394	42
CO73319	CO73319.4	330	0.0190688503651831	497
CO73319	CO73319.5	110	0.00839029416068056	112
CO73319	CO73319.6	299	0.0183060963505758	210
CO73319	CO73319.7	270	0.00915304817528789	126
CO73319	CO73319.9	318	0.00686478613146591	98
CO73319	CO73319.10	295	0.0129668182483245	301
CO73319	CO73319.11	48	0.0274591445258637	308
CO73411	CO73411.1	361	0.016422985733555	210
CO73411	CO73411.2	344	0.00669084603959647	371
CO73411	CO73411.3	165	0.0255468666966411	637
CO73411	CO73411.4	246	0.00364955238523444	49
CO73411	CO73411.5	140	0.00547432857785166	49
CO73411	CO73411.6	181	0.00547432857785166	175
CO73449	CO73449.1	6	0.00783466539017043	238
CO73449	CO73449.2	272	0.00712242308197312	42
CO73449	CO73449.3	46	0.0106836346229597	70
CO73449	CO73449.4	242	0.0299141769442871	315
CO73449	CO73449.5	323	0.022791753862314	868
CO73449	CO73449.6	312	0.0185183000131301	259
CO73449	CO73449.8	336	0.0106836346229597	224
CO73504	CO73504.1	249	0.00985128802055014	210
CO73504	CO73504.2	48	0.00454674831717699	126
CO73504	CO73504.3	363	0.00303116554478466	56
CO73504	CO73504.4	11	0.00378895693098082	35
CO73504	CO73504.5	83	0.0227337415858849	273
CO73555	CO73555.1	6	0.00598079043675437	315
CO73555	CO73555.2	164	0.00523319163216007	35
CO73555	CO73555.3	146	0.0134567784826973	154
CO76001	CO76001.1	130	0.00636185223262647	567
CO76001	CO76001.2	344	0.00891084144102439	1631
CO76001	CO76001.3	230	0.00313313256865577	126
CO76109	CO76109.2	347	0.00147661089882719	329
CO76109	CO76109.8	103	0.00134237354438835	392
CO76147	CO76147.1	221	0.00210212717199156	77
CO76147	CO76147.2	347	0.0116572506810441	301
CO76147	CO76147.4	351	0.00726189386687993	910
CO76147	CO76147.5	347	0.00401315187380207	196
CO76147	CO76147.6	339	0.00171992223162946	77
CO76147	CO76147.7	146	0.00535086916506942	210
CO76233	CO76233.2	3	0.00678563610055763	294
CO76233	CO76233.4	90	0.00431813206399122	84
CO76233	CO76233.5	251	0.00246750403656641	63
CO76233	CO76233.8	348	0.00740251210969924	280
CO76233	CO76233.9	361	0.00740251210969924	196
CO76248	CO76248.1	207	0.00399224284007934	105
CO76248	CO76248.3	20	0.00399224284007934	336
CO76248	CO76248.4	362	0.00532299045343912	126
CO76248	CO76248.5	361	0.00532299045343912	252
CO76248	CO76248.6	346	0.00443582537786594	63
CO76275	CO76275.1	193	0.0179420721716017	329
CO76275	CO76275.2	365	0.00852248428151081	616
CO76275	CO76275.3	362	0.00672827706435064	161
CO76275	CO76275.4	347	0.00538262165148051	168
CO76275	CO76275.5	76	0.00852248428151081	196
CO76275	CO76275.6	321	0.00493406984719047	35
CO76318	CO76318.1	361	0.0109644216741274	196
CO76318	CO76318.2	76	0.00438576866965095	105
CO76318	CO76318.3	314	0.0058476915595346	322
CO76318	CO76318.5	361	0.00804057589436008	105
CO76318	CO76318.6	293	0.0058476915595346	63
CO76364	CO76364.1	200	0.00307543291544518	385
CO76364	CO76364.2	6	0.0019770640170719	350
CO76364	CO76364.4	96	0.00131804267804793	84
CO76364	CO76364.6	320	0.00527217071219173	637
CO76364	CO76364.8	314	0.00241641157642121	42
CO76520	CO76520.2	46	0.00840728600859175	700
CO76520	CO76520.3	34	0.00220385167215512	378
CO76520	CO76520.4	68	0.00302009303221257	483
CO76520	CO76520.5	270	0.0066931791524711	329
CO76520	CO76520.6	209	0.00489744816034471	147
CO76563	CO76563.1	130	0.00841943185451199	343
CO76563	CO76563.2	136	0.00280647728483733	56
CO76563	CO76563.3	6	0.00374196971311644	336
CO76563	CO76563.6	327	0.00374196971311644	140
CO76563	CO76563.7	3	0.00233873107069777	84
CO76563	CO76563.8	157	0.00327422349897688	56
CO76622	CO76622.1	249	0.0180580641830859	420
CO76622	CO76622.2	18	0.0316016123204003	140
CO76622	CO76622.3	326	0.00902903209154295	119
CO76622	CO76622.4	279	0.0120387094553906	77
CO76736	CO76736.1	224	0.00209669859481476	42
CO76736	CO76736.2	284	0.0120560169201849	343
CO76736	CO76736.4	181	0.00157252394611107	28
CO76736	CO76736.6	334	0.00157252394611107	35
CO76736	CO76736.7	347	0.0057659211357406	196
CO76736	CO76736.8	276	0.00104834929740738	28
CO76736	CO76736.9	328	0.00262087324351846	28
CO76834	CO76834.2	172	0.00492394987756832	469
CO76834	CO76834.4	55	0.00144115606172731	175
CO76834	CO76834.5	244	0.00144115606172731	147
CO76834	CO76834.6	173	0.00156125240020459	112
CO76834	CO76834.7	348	0.00696558763168201	616
CO76834	CO76834.8	339	0.00120096338477276	112
CO76834	CO76834.9	132	0.00564452790843197	224
CO76892	CO76892.1	200	0.00849649514228806	497
CO76892	CO76892.2	344	0.00373016859905329	602
CO76892	CO76892.3	327	0.00414463177672588	154
CO76892	CO76892.5	326	0.00476632654323476	245
CO76892	CO76892.6	223	0.00269401065487182	133
CO76895	CO76895.1	200	0.0148479703037378	84
CO76895	CO76895.2	17	0.00913721249460785	224
CO76895	CO76895.3	304	0.00342645468547795	56
CO76895	CO76895.6	333	0.00342645468547795	98
CO76895	CO76895.7	258	0.00856613671369486	98
CO81001	CO81001.1	28	0.00938860948222117	280
CO81001	CO81001.2	350	0.00528109283374941	427
CO81001	CO81001.3	130	0.0410751664847176	448
CO81001	CO81001.5	6	0.00381412260215235	343
CO81001	CO81001.7	131	0.00381412260215235	91
CO81001	CO81001.8	116	0.0026405464168747	35
CO81001	CO81001.10	354	0.00381412260215235	63
CO81001	CO81001.11	6	0.0111489737601376	217
CO81065	CO81065.1	140	0.00565339465235329	84
CO81065	CO81065.2	13	0.00376892976823553	210
CO81065	CO81065.3	251	0.00376892976823553	91
CO81065	CO81065.4	109	0.00879416945921623	133
CO81065	CO81065.5	24	0.00879416945921623	196
CO81065	CO81065.6	197	0.00251261984549035	28
CO81065	CO81065.7	365	0.00690970457509847	357
CO81065	CO81065.9	348	0.00628154961372588	273
CO81065	CO81065.11	301	0.00314077480686294	28
CO81065	CO81065.12	27	0.0251261984549035	210
CO81065	CO81065.13	265	0.00439708472960812	70
CO81736	CO81736.1	49	0.00872362785661064	231
CO81736	CO81736.2	102	0.0114497615618015	490
CO81736	CO81736.3	155	0.00545226741038165	84
CO81736	CO81736.4	302	0.00654272089245798	448
CO81736	CO81736.5	68	0.00654272089245798	126
CO81736	CO81736.6	327	0.0103593080797251	42
CO81736	CO81736.7	221	0.00763317437453431	189
CO81736	CO81736.8	197	0.00654272089245798	63
CO81736	CO81736.9	126	0.0212638429004884	532
CO81794	CO81794.1	77	0.00382888707344506	91
CO81794	CO81794.2	179	0.00191444353672253	42
