ADM2_PCODE	epidemic_id	t	imax	duration
CO13052	CO13052.6	130	0.00640010415205225	203
CO13052	CO13052.7	164	0.0017778067089034	49
CO13052	CO13052.9	125	0.00248892939246476	56
CO13052	CO13052.10	216	0.00462229744314885	140
CO13244	CO13244.1	140	0.00169277172597697	77
CO13244	CO13244.2	13	0.00236988041636775	56
CO13244	CO13244.3	279	0.00203132607117236	91
CO13244	CO13244.4	186	0.00169277172597697	35
CO13244	CO13244.5	185	0.00338554345195393	133
CO13244	CO13244.6	79	0.00135421738078157	119
CO13244	CO13244.7	120	0.00541686952312629	91
CO13244	CO13244.8	288	0.00169277172597697	56
CO13244	CO13244.9	76	0.00236988041636775	140
CO13244	CO13244.10	237	0.00203132607117236	42
CO13244	CO13244.11	363	0.00203132607117236	63
CO13244	CO13244.12	193	0.00812530428468943	525
CO13244	CO13244.13	78	0.00169277172597697	35
CO13244	CO13244.14	190	0.00270843476156314	161
CO13244	CO13244.15	364	0.00169277172597697	56
CO13244	CO13244.16	139	0.00947952166547101	217
CO13430	CO13430.1	133	0.00100340157468513	28
CO13430	CO13430.2	108	0.00260884409418134	133
CO13430	CO13430.3	134	0.00321088503899242	602
CO13430	CO13430.4	215	0.00280952440911837	140
CO13430	CO13430.5	116	0.0102346960617883	518
CO13430	CO13430.7	230	0.00280952440911837	126
CO13442	CO13442.1	223	0.00106804406277129	42
CO13468	CO13468.1	94	0.00618535763844591	70
CO13468	CO13468.2	241	0.00449844191886975	49
CO13468	CO13468.3	118	0.0028115261992936	28
CO13468	CO13468.4	152	0.00337383143915231	56
CO13468	CO13468.5	264	0.00393613667901103	105
CO13468	CO13468.6	123	0.00393613667901103	42
CO13468	CO13468.7	207	0.0230545148342075	218
CO13468	CO13468.8	108	0.00393613667901103	98
CO13468	CO13468.9	153	0.00562305239858719	98
CO13468	CO13468.10	272	0.00618535763844591	84
CO13657	CO13657.1	349	0.00896473010180528	238
CO13657	CO13657.3	287	0.0149412168363421	126
CO13657	CO13657.4	104	0.014194155994525	147
CO13670	CO13670.1	79	0.00315528067747362	70
CO13670	CO13670.2	99	0.00473292101621043	182
CO13670	CO13670.3	312	0.00315528067747362	91
CO13670	CO13670.4	231	0.00473292101621043	147
CO13688	CO13688.1	272	0.00310420980395088	28
CO13688	CO13688.2	155	0.0149002070589642	609
CO13688	CO13688.3	61	0.010554313333433	147
CO13688	CO13688.4	250	0.00558757764711158	147
CO13688	CO13688.5	158	0.00682926156869193	168
CO13688	CO13688.6	238	0.0198669427452856	462
CO13836	CO13836.1	27	0.00149903913240556	105
CO13836	CO13836.3	314	0.0047469572526176	343
CO13836	CO13836.4	249	0.00149903913240556	63
CO13836	CO13836.5	301	0.00199871884320741	126
CO13836	CO13836.6	153	0.00524663696341946	203
CO15572	CO15572.2	102	0.00687709044477057	308
CO15572	CO15572.3	157	0.00550167235581646	217
CO15572	CO15572.4	100	0.0036677815705443	42
CO15572	CO15572.6	41	0.0036677815705443	427
CO15572	CO15572.7	341	0.00275083617790823	28
CO15572	CO15572.8	123	0.00916945392636076	203
CO15572	CO15572.9	325	0.00504319965949842	42
CO15572	CO15572.10	322	0.00916945392636076	280
CO17001	CO17001.3	60	0.0036544963306683	98
CO17042	CO17042.1	52	0.005038172966951	154
CO17042	CO17042.2	31	0.00431843397167229	91
CO17042	CO17042.3	143	0.00215921698583614	42
CO17174	CO17174.1	365	0.00880650969901247	140
CO17174	CO17174.2	305	0.0161452677815229	238
CO17174	CO17174.3	192	0.0019570021553361	28
CO17174	CO17174.5	111	0.00244625269417013	126
CO17174	CO17174.6	349	0.00244625269417013	63
CO17174	CO17174.7	96	0.00684950754367637	203
CO17174	CO17174.8	327	0.00244625269417013	28
CO17174	CO17174.10	3	0.00538175592717429	231
CO17380	CO17380.1	119	0.00295032724800365	63
CO17380	CO17380.2	130	0.00557284035734023	714
CO17380	CO17380.3	365	0.00721191105067559	770
CO17380	CO17380.4	81	0.00262251310933658	133
CO17380	CO17380.5	3	0.00295032724800365	35
CO17380	CO17380.6	83	0.0059006544960073	168
CO17380	CO17380.7	321	0.00196688483200243	35
CO17614	CO17614.1	101	0.00119262423867593	42
CO17614	CO17614.2	10	0.00278278989024385	252
CO18001	CO18001.1	352	0.008016594026596	210
CO18001	CO18001.2	351	0.00222683167405445	385
CO18001	CO18001.3	26	0.00237528711899141	203
CO18001	CO18001.4	320	0.00252374256392837	210
CO18001	CO18001.5	277	0.00489902968291978	175
CO18001	CO18001.6	118	0.00385984156836104	238
CO18150	CO18150.1	28	0.00447826182565465	77
CO18150	CO18150.2	345	0.00298550788376976	133
CO18150	CO18150.3	68	0.0037318848547122	49
CO18150	CO18150.4	132	0.00223913091282732	70
CO18150	CO18150.5	300	0.00447826182565465	56
CO18592	CO18592.1	7	0.00576269018723696	245
CO18592	CO18592.2	25	0.00345761411234217	105
CO18592	CO18592.3	38	0.0109491113557502	161
CO18592	CO18592.4	283	0.00230507607489478	84
CO18592	CO18592.5	345	0.00461015214978957	112
CO18592	CO18592.6	90	0.00288134509361848	147
CO18592	CO18592.7	272	0.00172880705617109	49
CO18592	CO18592.8	61	0.00403388313106587	112
CO18592	CO18592.9	3	0.00288134509361848	84
CO18592	CO18592.10	132	0.00518642116851326	91
CO18592	CO18592.11	293	0.00633895920596065	63
CO18753	CO18753.1	14	0.00550449608417271	42
CO18753	CO18753.3	17	0.00804503273840626	133
CO18753	CO18753.4	107	0.00381080498135033	126
CO18753	CO18753.5	303	0.00254053665423356	35
CO18753	CO18753.6	15	0.0139729515982846	203
CO18753	CO18753.7	13	0.00677476441128948	343
CO18753	CO18753.8	75	0.00677476441128948	105
CO18753	CO18753.9	53	0.00296395942993915	42
CO18753	CO18753.10	186	0.0127026832711678	399
CO18753	CO18753.11	43	0.00338738220564474	77
CO18753	CO18753.13	225	0.00381080498135033	133
CO18753	CO18753.14	147	0.00211711387852796	42
CO18753	CO18753.15	118	0.013549528822579	238
CO19001	CO19001.2	347	0.00154655767354955	385
CO19212	CO19212.1	354	0.00463767641760899	98
CO19212	CO19212.2	174	0.0023188382088045	49
CO19212	CO19212.3	17	0.003091784278406	56
CO19212	CO19212.4	129	0.0023188382088045	49
CO19212	CO19212.5	308	0.00850240676561649	273
CO19256	CO19256.1	24	0.00610023934994499	70
CO19455	CO19455.1	319	0.00591663787734217	147
CO19455	CO19455.2	106	0.0199686528360298	77
CO19455	CO19455.3	97	0.00369789867333885	105
CO19455	CO19455.4	300	0.00591663787734217	301
CO19455	CO19455.5	348	0.00221873920400331	175
CO19455	CO19455.6	354	0.00369789867333885	168
CO19455	CO19455.7	111	0.00221873920400331	126
CO19517	CO19517.1	320	0.0036281314067295	49
CO19573	CO19573.2	361	0.0039033104999603	91
CO19573	CO19573.3	164	0.00341539668746526	49
CO19573	CO19573.4	92	0.0039033104999603	84
CO19573	CO19573.5	18	0.0078066209999206	112
CO19573	CO19573.6	200	0.00341539668746526	287
CO19698	CO19698.2	4	0.00224262895286386	84
CO19698	CO19698.3	151	0.00784920133502352	392
CO19698	CO19698.4	206	0.0016819717146479	56
CO19698	CO19698.5	99	0.00224262895286386	42
CO19698	CO19698.6	55	0.0016819717146479	133
CO19698	CO19698.7	251	0.00112131447643193	84
CO19698	CO19698.9	361	0.00336394342929579	168
CO20001	CO20001.1	365	0.00126345930897494	49
CO20001	CO20001.2	140	0.00155060915192379	105
CO20001	CO20001.3	287	0.00109116940320563	35
CO20001	CO20001.5	298	0.0041923877070532	399
CO20001	CO20001.6	162	0.00890164513141433	616
CO20001	CO20001.7	250	0.00275663849230895	210
CO20001	CO20001.8	116	0.00654701641923376	294
CO20001	CO20001.9	287	0.00212490883782148	168
CO20001	CO20001.10	125	0.00671930632500307	231
CO20011	CO20011.1	59	0.00355844415360741	161
CO20011	CO20011.2	121	0.00602198241379716	112
CO20011	CO20011.3	261	0.00301099120689858	84
CO20011	CO20011.4	85	0.00903297362069574	1022
CO20011	CO20011.5	158	0.003284717680253	189
CO20011	CO20011.6	252	0.00930670009405016	469
CO20013	CO20013.1	98	0.00489732301557694	77
CO20013	CO20013.2	206	0.00538705531713463	196
CO20013	CO20013.3	149	0.00342812611090386	91
CO20013	CO20013.4	289	0.00342812611090386	70
CO20013	CO20013.5	99	0.0117535752373846	224
CO20013	CO20013.6	41	0.00293839380934616	189
CO20013	CO20013.7	342	0.00293839380934616	70
CO20013	CO20013.8	117	0.00930491372959618	623
CO20013	CO20013.9	154	0.017630362856077	266
CO20013	CO20013.10	146	0.00636651992025002	210
CO20060	CO20060.1	316	0.0056020538615121	357
CO20060	CO20060.2	236	0.0056020538615121	91
CO20060	CO20060.3	158	0.00770282405957914	203
CO20060	CO20060.4	168	0.00350128366344506	35
CO20060	CO20060.5	259	0.00980359425764617	133
CO20060	CO20060.6	146	0.00490179712882309	56
CO20060	CO20060.7	286	0.00350128366344506	56
CO20175	CO20175.1	48	0.00242622541444647	49
CO20175	CO20175.2	118	0.00485245082889293	84
CO20175	CO20175.3	279	0.00404370902407744	63
CO20175	CO20175.4	263	0.0113223852674168	77
CO20175	CO20175.5	361	0.00485245082889293	35
CO20175	CO20175.6	104	0.0186010615107562	252
CO23001	CO23001.1	219	0.00123509290764434	210
CO23001	CO23001.3	6	0.00476392978662816	784
CO23001	CO23001.4	144	0.0021173021273903	287
CO23001	CO23001.7	358	0.00111746501167821	56
CO23001	CO23001.8	147	0.00576376690234025	574
CO23068	CO23068.1	359	0.00247223461829777	112
CO23068	CO23068.3	180	0.00593336308391465	147
CO23068	CO23068.5	217	0.00296668154195733	238
CO23068	CO23068.6	125	0.00197778769463822	98
CO23162	CO23162.1	168	0.00170356536145116	70
CO23162	CO23162.2	128	0.0042589134036279	259
CO23162	CO23162.3	27	0.00198749292169302	210
CO23162	CO23162.4	342	0.00454284096386976	98
CO23162	CO23162.5	96	0.0028392756024186	231
CO23162	CO23162.6	137	0.00170356536145116	56
CO23162	CO23162.7	235	0.00227142048193488	105
CO23162	CO23162.8	238	0.00170356536145116	140
CO23162	CO23162.9	300	0.00170356536145116	56
CO23182	CO23182.1	44	0.00320508705537162	119
CO23182	CO23182.2	134	0.00213672470358108	49
CO23182	CO23182.3	309	0.00160254352768581	70
CO23182	CO23182.4	349	0.00480763058305743	119
CO23182	CO23182.5	152	0.00320508705537162	203
CO23182	CO23182.6	41	0.0053418117589527	315
CO23189	CO23189.2	8	0.00332019060231471	84
CO23189	CO23189.3	19	0.00415023825289339	308
CO23189	CO23189.4	336	0.0020751191264467	63
CO23417	CO23417.1	303	0.00139356500529653	112
CO23417	CO23417.2	106	0.00255486917637697	168
CO23417	CO23417.3	365	0.00534199918697002	693
CO23417	CO23417.4	361	0.00139356500529653	35
CO23417	CO23417.5	161	0.00301939084480914	168
CO23417	CO23417.6	357	0.00557426002118611	364
CO23466	CO23466.1	134	0.00147990942084158	42
CO23466	CO23466.2	190	0.00221986413126237	119
CO23466	CO23466.3	13	0.00184988677605197	77
CO23466	CO23466.4	153	0.00221986413126237	84
CO23466	CO23466.5	335	0.00369977355210394	77
CO23466	CO23466.6	243	0.00332979619689355	147
CO23466	CO23466.7	151	0.0066595923937871	252
CO23466	CO23466.8	35	0.00591963768336631	378
CO23466	CO23466.9	188	0.00258984148647276	168
CO23555	CO23555.2	152	0.00154009705661465	28
CO23555	CO23555.3	257	0.00192512132076831	84
CO23555	CO23555.4	182	0.0100106308679952	238
CO23555	CO23555.5	174	0.00269516984907564	140
CO23570	CO23570.2	92	0.00555409115308251	84
CO23570	CO23570.3	246	0.00624835254721783	119
CO23570	CO23570.4	62	0.00416556836481188	84
CO23570	CO23570.5	160	0.00277704557654126	42
CO23570	CO23570.6	251	0.0048598297589472	175
CO23570	CO23570.7	117	0.00902539812375908	238
CO23570	CO23570.8	116	0.0097196595178944	309
CO23570	CO23570.9	189	0.011108182306165	413
CO23580	CO23580.1	146	0.0021757095609173	42
CO23580	CO23580.2	286	0.00163178217068797	42
CO23580	CO23580.4	144	0.0021757095609173	112
CO23580	CO23580.5	24	0.00271963695114662	91
CO23580	CO23580.6	106	0.00707105607298121	70
CO23580	CO23580.7	239	0.0021757095609173	91
CO23580	CO23580.8	20	0.00271963695114662	294
CO23580	CO23580.9	342	0.00271963695114662	70
CO23580	CO23580.10	236	0.00271963695114662	77
CO23580	CO23580.11	42	0.00598320129252256	371
CO23580	CO23580.12	209	0.0021757095609173	84
CO23660	CO23660.1	147	0.00110708210057998	49
CO23660	CO23660.2	226	0.00249093472630495	210
CO23660	CO23660.3	356	0.00470509892746491	434
CO23660	CO23660.4	130	0.00110708210057998	35
CO23660	CO23660.5	214	0.00193739367601496	161
CO23660	CO23660.6	168	0.00359801682688493	294
CO23660	CO23660.7	146	0.00221416420115996	210
CO23670	CO23670.1	133	0.00163308989104025	49
CO23670	CO23670.2	231	0.00272181648506708	70
CO23670	CO23670.3	364	0.00272181648506708	203
CO23670	CO23670.4	251	0.0032661797820805	91
CO23670	CO23670.5	199	0.00217745318805367	161
CO23670	CO23670.6	125	0.00108872659402683	42
CO23670	CO23670.7	26	0.0032661797820805	196
CO23670	CO23670.8	257	0.00108872659402683	49
CO23670	CO23670.9	90	0.00544363297013416	266
CO23672	CO23672.1	5	0.00249760718991017	28
CO23672	CO23672.2	173	0.00333014291988023	140
CO23672	CO23672.3	336	0.00249760718991017	56
CO23672	CO23672.4	153	0.0058277501097904	203
CO23675	CO23675.1	152	0.00340761499668788	42
CO23675	CO23675.2	174	0.00477066099536303	182
CO23678	CO23678.1	5	0.0048590457352539	49
CO23678	CO23678.3	153	0.0016196819117513	35
CO23678	CO23678.4	216	0.00404920477937825	84
CO23686	CO23686.1	20	0.00360453945301161	196
CO23686	CO23686.2	300	0.00360453945301161	112
CO23686	CO23686.3	75	0.00308960524543852	133
CO23686	CO23686.4	243	0.00566427628330396	49
CO23686	CO23686.6	258	0.00566427628330396	98
CO23807	CO23807.1	167	0.00152255815014456	161
CO23807	CO23807.3	158	0.0012687984584538	63
CO23807	CO23807.4	52	0.00304511630028913	126
CO23807	CO23807.5	248	0.00177631784183533	49
CO23807	CO23807.6	23	0.00152255815014456	147
CO23807	CO23807.7	254	0.00152255815014456	35
CO23807	CO23807.8	359	0.00101503876676304	42
CO23807	CO23807.9	69	0.00177631784183533	140
CO23807	CO23807.10	279	0.00101503876676304	42
CO23807	CO23807.11	183	0.00152255815014456	70
CO23807	CO23807.12	337	0.00279135660859837	462
CO23807	CO23807.13	167	0.00101503876676304	63
CO23807	CO23807.14	293	0.00152255815014456	63
CO23815	CO23815.1	93	0.00245590063257075	105
CO23815	CO23815.3	90	0.00245590063257075	126
CO23815	CO23815.4	33	0.00491180126514149	329
CO23815	CO23815.5	291	0.003274534176761	105
CO23815	CO23815.6	364	0.00409316772095124	56
CO23815	CO23815.7	104	0.00491180126514149	189
CO23815	CO23815.8	314	0.00245590063257075	42
CO23855	CO23855.1	285	0.00592140177145177	49
CO23855	CO23855.2	263	0.00414498124001624	112
CO23855	CO23855.3	161	0.0242777472629522	273
CO23855	CO23855.4	153	0.0106585231886132	203
CO25290	CO25290.1	340	0.00948999258358242	322
CO25290	CO25290.2	83	0.00135571322622606	105
CO25290	CO25290.3	286	0.00174305986229065	231
CO25290	CO25290.4	180	0.00193673318032294	196
CO25290	CO25290.5	102	0.0187863118491325	574
CO25307	CO25307.1	340	0.0119338750475642	280
CO25307	CO25307.2	345	0.00286413001141542	84
CO25307	CO25307.3	211	0.00978577753900269	945
CO25307	CO25307.4	305	0.0064442925256847	84
CO25307	CO25307.6	351	0.00668297002663598	231
CO25307	CO25307.7	343	0.00668297002663598	245
CO25307	CO25307.8	314	0.00334148501331799	42
CO25320	CO25320.1	354	0.00802612448514207	224
CO25320	CO25320.2	358	0.00601959336385656	371
CO25320	CO25320.5	97	0.00535074965676138	56
CO25320	CO25320.6	181	0.0227406860412359	105
CO25386	CO25386.1	347	0.0196587149060845	224
CO25386	CO25386.2	211	0.0139249230584765	581
CO25386	CO25386.3	166	0.00901024433195541	322
CO25386	CO25386.4	319	0.0204778280271714	154
CO25386	CO25386.5	55	0.00901024433195541	301
CO27001	CO27001.1	361	0.00309784869764427	343
CO27001	CO27001.9	312	0.00132764944184754	224
CO27001	CO27001.10	188	0.00132764944184754	112
CO27615	CO27615.1	108	0.00805686028164455	154
CO41001	CO41001.1	365	0.00333035106069779	28
CO41001	CO41001.2	105	0.00370039006744199	133
CO41001	CO41001.3	6	0.00355237446474431	56
CO41001	CO41001.4	160	0.00259027304720939	28
CO41001	CO41001.5	265	0.00266428084855823	28
CO41001	CO41001.6	88	0.00880692836051194	504
CO41001	CO41001.7	338	0.0087329205591631	259
CO41001	CO41001.8	365	0.0110271624009771	567
CO41001	CO41001.9	313	0.0113231936063725	91
CO41001	CO41001.10	144	0.00577260850520951	259
CO41001	CO41001.11	297	0.00562459290251183	70
CO41001	CO41001.12	6	0.0196860751587914	350
CO41132	CO41132.1	365	0.00367514119022179	35
CO41132	CO41132.2	119	0.00514519766631051	42
CO41132	CO41132.3	298	0.00514519766631051	126
CO41132	CO41132.4	275	0.00441016942826615	84
CO41132	CO41132.5	50	0.00735028238044359	168
CO41132	CO41132.6	358	0.00441016942826615	63
CO41132	CO41132.7	118	0.00220508471413308	35
CO41132	CO41132.8	251	0.0147005647608872	644
CO41132	CO41132.9	214	0.0124954800467541	203
CO41132	CO41132.10	297	0.00588022590435487	84
CO41132	CO41132.11	69	0.0154355929989315	287
CO41298	CO41298.1	365	0.00669184154408216	133
CO41298	CO41298.2	340	0.0109502861630435	315
CO41298	CO41298.3	359	0.00973358770048314	889
CO41298	CO41298.4	327	0.00760436539100245	182
CO41298	CO41298.5	270	0.00821271462228265	182
CO41298	CO41298.6	118	0.00973358770048314	238
CO41306	CO41306.1	74	0.00452515120535573	147
CO41306	CO41306.2	354	0.0128212617485079	287
CO41306	CO41306.3	211	0.00377095933779644	133
CO41306	CO41306.4	349	0.00452515120535573	182
CO41306	CO41306.5	327	0.00452515120535573	119
CO41306	CO41306.6	333	0.00527934307291502	112
CO41306	CO41306.7	153	0.00377095933779644	133
CO41396	CO41396.1	7	0.00700571991761229	231
CO41396	CO41396.2	249	0.0263744749839522	217
CO41396	CO41396.3	150	0.00453311288786678	91
CO41396	CO41396.4	276	0.00370891054461827	294
CO41396	CO41396.5	50	0.00247260702974552	98
CO41396	CO41396.8	89	0.0078299222608608	189
CO41396	CO41396.9	320	0.00535731523111528	119
