xmin	xmax	ocha_ID	epidemic_id	thres	duration	imax
2017-02-12	2017-04-30	CO18753	CO18753.11	0.00127026832711678	77	0.00338738220564474
2017-08-13	2017-12-24	CO18753	CO18753.13	0.00127026832711678	133	0.00381080498135033
2018-05-27	2018-07-08	CO18753	CO18753.14	0.00127026832711678	42	0.00211711387852796
2019-04-28	2019-12-22	CO18753	CO18753.15	0.00127026832711678	238	0.013549528822579
2009-12-13	2011-01-02	CO19001	CO19001.2	9.09739807970324e-05	385	0.00154655767354955
2009-12-20	2010-03-28	CO19212	CO19212.1	0.000772946069601499	98	0.00463767641760899
2013-06-23	2013-08-11	CO19212	CO19212.2	0.000772946069601499	49	0.0023188382088045
2016-01-17	2016-03-13	CO19212	CO19212.3	0.000772946069601499	56	0.003091784278406
2016-05-08	2016-06-26	CO19212	CO19212.4	0.000772946069601499	49	0.0023188382088045
2018-11-04	2019-08-04	CO19212	CO19212.5	0.000772946069601499	273	0.00850240676561649
2010-01-24	2010-04-04	CO19256	CO19256.1	0.000554567213631363	70	0.00610023934994499
2009-11-15	2010-04-11	CO19455	CO19455.1	0.000739579734667771	147	0.00591663787734217
2012-04-15	2012-07-01	CO19455	CO19455.2	0.000739579734667771	77	0.0199686528360298
2013-04-07	2013-07-21	CO19455	CO19455.3	0.000739579734667771	105	0.00369789867333885
2013-10-27	2014-08-24	CO19455	CO19455.4	0.000739579734667771	301	0.00591663787734217
2014-12-14	2015-06-07	CO19455	CO19455.5	0.000739579734667771	175	0.00221873920400331
2015-12-20	2016-06-05	CO19455	CO19455.6	0.000739579734667771	168	0.00369789867333885
2019-04-21	2019-08-25	CO19455	CO19455.7	0.000739579734667771	126	0.00221873920400331
2014-11-16	2015-01-04	CO19517	CO19517.1	0.000725626281345899	49	0.0036281314067295
2009-12-27	2010-03-28	CO19573	CO19573.2	0.000975827624990075	91	0.0039033104999603
2010-06-13	2010-08-01	CO19573	CO19573.3	0.000975827624990075	49	0.00341539668746526
2012-04-01	2012-06-24	CO19573	CO19573.4	0.000975827624990075	84	0.0039033104999603
2015-01-18	2015-05-10	CO19573	CO19573.5	0.000975827624990075	112	0.0078066209999206
2015-07-19	2016-05-01	CO19573	CO19573.6	0.000975827624990075	287	0.00341539668746526
2009-01-04	2009-03-29	CO19698	CO19698.2	0.000560657238215965	84	0.00224262895286386
2009-05-31	2010-06-27	CO19698	CO19698.3	0.000560657238215965	392	0.00784920133502352
2010-07-25	2010-09-19	CO19698	CO19698.4	0.000560657238215965	56	0.0016819717146479
2012-04-08	2012-05-20	CO19698	CO19698.5	0.000560657238215965	42	0.00224262895286386
2013-02-24	2013-07-07	CO19698	CO19698.6	0.000560657238215965	133	0.0016819717146479
2013-09-08	2013-12-01	CO19698	CO19698.7	0.000560657238215965	84	0.00112131447643193
2015-12-27	2016-06-12	CO19698	CO19698.9	0.000560657238215965	168	0.00336394342929579
2006-12-31	2007-02-18	CO20001	CO20001.1	0.000689159623077238	49	0.00126345930897494
2007-05-20	2007-09-02	CO20001	CO20001.2	0.000689159623077238	105	0.00155060915192379
2007-10-14	2007-11-18	CO20001	CO20001.3	0.000689159623077238	35	0.00109116940320563
2009-10-25	2010-11-28	CO20001	CO20001.5	0.000689159623077238	399	0.0041923877070532
2012-06-10	2014-02-16	CO20001	CO20001.6	0.000689159623077238	616	0.00890164513141433
2014-09-07	2015-04-05	CO20001	CO20001.7	0.000689159623077238	210	0.00275663849230895
2015-04-26	2016-02-14	CO20001	CO20001.8	0.000689159623077238	294	0.00654701641923376
2018-10-14	2019-03-31	CO20001	CO20001.9	0.000689159623077238	168	0.00212490883782148
2019-05-05	2019-12-22	CO20001	CO20001.10	0.000689159623077238	231	0.00671930632500307
2010-02-28	2010-08-08	CO20011	CO20011.1	0.00136863236677208	161	0.00355844415360741
2011-05-01	2011-08-21	CO20011	CO20011.2	0.00136863236677208	112	0.00602198241379716
2011-09-18	2011-12-11	CO20011	CO20011.3	0.00136863236677208	84	0.00301099120689858
2012-03-25	2015-01-11	CO20011	CO20011.4	0.00136863236677208	1022	0.00903297362069574
2015-06-07	2015-12-13	CO20011	CO20011.5	0.00136863236677208	189	0.003284717680253
2018-09-09	2019-12-22	CO20011	CO20011.6	0.00136863236677208	469	0.00930670009405016
2007-04-08	2007-06-24	CO20013	CO20013.1	0.000979464603115387	77	0.00489732301557694
2010-07-25	2011-02-06	CO20013	CO20013.2	0.000979464603115387	196	0.00538705531713463
2011-05-29	2011-08-28	CO20013	CO20013.3	0.000979464603115387	91	0.00342812611090386
2011-10-16	2011-12-25	CO20013	CO20013.4	0.000979464603115387	70	0.00342812611090386
2012-04-08	2012-11-18	CO20013	CO20013.5	0.000979464603115387	224	0.0117535752373846
2013-02-10	2013-08-18	CO20013	CO20013.6	0.000979464603115387	189	0.00293839380934616
2013-12-08	2014-02-16	CO20013	CO20013.7	0.000979464603115387	70	0.00293839380934616
2014-04-27	2016-01-10	CO20013	CO20013.8	0.000979464603115387	623	0.00930491372959618
2018-06-03	2019-02-24	CO20013	CO20013.9	0.000979464603115387	266	0.017630362856077
2019-05-26	2019-12-22	CO20013	CO20013.10	0.000979464603115387	210	0.00636651992025002
2012-11-11	2013-11-03	CO20060	CO20060.1	0.00140051346537802	357	0.0056020538615121
2014-08-24	2014-11-23	CO20060	CO20060.2	0.00140051346537802	91	0.0056020538615121
2015-06-07	2015-12-27	CO20060	CO20060.3	0.00140051346537802	203	0.00770282405957914
2018-06-17	2018-07-22	CO20060	CO20060.4	0.00140051346537802	35	0.00350128366344506
2018-09-16	2019-01-27	CO20060	CO20060.5	0.00140051346537802	133	0.00980359425764617
2019-05-26	2019-07-21	CO20060	CO20060.6	0.00140051346537802	56	0.00490179712882309
2019-10-13	2019-12-08	CO20060	CO20060.7	0.00140051346537802	56	0.00350128366344506
2013-02-17	2013-04-07	CO20175	CO20175.1	0.00161748360963098	49	0.00242622541444647
2013-04-28	2013-07-21	CO20175	CO20175.2	0.00161748360963098	84	0.00485245082889293
2013-10-06	2013-12-08	CO20175	CO20175.3	0.00161748360963098	63	0.00404370902407744
2015-09-20	2015-12-06	CO20175	CO20175.4	0.00161748360963098	77	0.0113223852674168
2015-12-27	2016-01-31	CO20175	CO20175.5	0.00161748360963098	35	0.00485245082889293
2019-04-14	2019-12-22	CO20175	CO20175.6	0.00161748360963098	252	0.0186010615107562
2011-08-07	2012-03-04	CO23001	CO23001.1	0.000411697635881446	210	0.00123509290764434
2013-01-06	2015-03-01	CO23001	CO23001.3	0.000411697635881446	784	0.00476392978662816
2015-05-24	2016-03-06	CO23001	CO23001.4	0.000411697635881446	287	0.0021173021273903
2017-12-24	2018-02-18	CO23001	CO23001.7	0.000411697635881446	56	0.00111746501167821
2018-05-27	2019-12-22	CO23001	CO23001.8	0.000411697635881446	574	0.00576376690234025
2011-12-25	2012-04-15	CO23068	CO23068.1	0.000494446923659554	112	0.00247223461829777
2014-06-29	2014-11-23	CO23068	CO23068.3	0.000494446923659554	147	0.00593336308391465
2018-08-05	2019-03-31	CO23068	CO23068.5	0.000494446923659554	238	0.00296668154195733
2019-05-05	2019-08-11	CO23068	CO23068.6	0.000494446923659554	98	0.00197778769463822
2007-06-17	2007-08-26	CO23162	CO23162.1	0.00056785512048372	70	0.00170356536145116
2011-05-08	2012-01-22	CO23162	CO23162.2	0.00056785512048372	259	0.0042589134036279
2013-01-27	2013-08-25	CO23162	CO23162.3	0.00056785512048372	210	0.00198749292169302
2013-12-08	2014-03-16	CO23162	CO23162.4	0.00056785512048372	98	0.00454284096386976
2014-04-06	2014-11-23	CO23162	CO23162.5	0.00056785512048372	231	0.0028392756024186
2015-05-17	2015-07-12	CO23162	CO23162.6	0.00056785512048372	56	0.00170356536145116
2015-08-23	2015-12-06	CO23162	CO23162.7	0.00056785512048372	105	0.00227142048193488
2018-08-26	2019-01-13	CO23162	CO23162.8	0.00056785512048372	140	0.00170356536145116
2019-10-27	2019-12-22	CO23162	CO23162.9	0.00056785512048372	56	0.00170356536145116
2011-02-13	2011-06-12	CO23182	CO23182.1	0.00053418117589527	119	0.00320508705537162
2012-05-13	2012-07-01	CO23182	CO23182.2	0.00053418117589527	49	0.00213672470358108
2012-11-04	2013-01-13	CO23182	CO23182.3	0.00053418117589527	70	0.00160254352768581
2013-12-15	2014-04-13	CO23182	CO23182.4	0.00053418117589527	119	0.00480763058305743
2014-06-01	2014-12-21	CO23182	CO23182.5	0.00053418117589527	203	0.00320508705537162
2019-02-10	2019-12-22	CO23182	CO23182.6	0.00053418117589527	315	0.0053418117589527
2012-01-08	2012-04-01	CO23189	CO23189.2	0.000830047650578679	84	0.00332019060231471
2014-01-19	2014-11-23	CO23189	CO23189.3	0.000830047650578679	308	0.00415023825289339
2018-12-02	2019-02-03	CO23189	CO23189.4	0.000830047650578679	63	0.0020751191264467
2011-10-30	2012-02-19	CO23417	CO23417.1	0.000464521668432176	112	0.00139356500529653
2012-04-15	2012-09-30	CO23417	CO23417.2	0.000464521668432176	168	0.00255486917637697
2012-12-30	2014-11-23	CO23417	CO23417.3	0.000464521668432176	693	0.00534199918697002
2015-12-27	2016-01-31	CO23417	CO23417.4	0.000464521668432176	35	0.00139356500529653
2018-06-10	2018-11-25	CO23417	CO23417.5	0.000464521668432176	168	0.00301939084480914
2018-12-23	2019-12-22	CO23417	CO23417.6	0.000464521668432176	364	0.00557426002118611
2012-05-13	2012-06-24	CO23466	CO23466.1	0.000739954710420789	42	0.00147990942084158
2012-07-08	2012-11-04	CO23466	CO23466.2	0.000739954710420789	119	0.00221986413126237
2013-01-13	2013-03-31	CO23466	CO23466.3	0.000739954710420789	77	0.00184988677605197
2013-06-02	2013-08-25	CO23466	CO23466.4	0.000739954710420789	84	0.00221986413126237
2013-12-01	2014-02-16	CO23466	CO23466.5	0.000739954710420789	77	0.00369977355210394
2014-08-31	2015-01-25	CO23466	CO23466.6	0.000739954710420789	147	0.00332979619689355
2015-05-31	2016-02-07	CO23466	CO23466.7	0.000739954710420789	252	0.0066595923937871
2018-02-04	2019-02-17	CO23466	CO23466.8	0.000739954710420789	378	0.00591963768336631
2019-07-07	2019-12-22	CO23466	CO23466.9	0.000739954710420789	168	0.00258984148647276
2014-06-01	2014-06-29	CO23555	CO23555.2	0.000770048528307324	28	0.00154009705661465
2014-09-14	2014-12-07	CO23555	CO23555.3	0.000770048528307324	84	0.00192512132076831
2018-07-01	2019-02-24	CO23555	CO23555.4	0.000770048528307324	238	0.0100106308679952
2019-06-23	2019-11-10	CO23555	CO23555.5	0.000770048528307324	140	0.00269516984907564
2012-04-01	2012-06-24	CO23570	CO23570.2	0.00138852278827063	84	0.00555409115308251
2012-09-02	2012-12-30	CO23570	CO23570.3	0.00138852278827063	119	0.00624835254721783
2013-03-03	2013-05-26	CO23570	CO23570.4	0.00138852278827063	84	0.00416556836481188
2013-06-09	2013-07-21	CO23570	CO23570.5	0.00138852278827063	42	0.00277704557654126
2013-09-08	2014-03-02	CO23570	CO23570.6	0.00138852278827063	175	0.0048598297589472
2014-04-27	2014-12-21	CO23570	CO23570.7	0.00138852278827063	238	0.00902539812375908
2015-04-26	2016-02-29	CO23570	CO23570.8	0.00138852278827063	309	0.0097196595178944
2018-07-08	2019-08-25	CO23570	CO23570.9	0.00138852278827063	413	0.011108182306165
2008-05-25	2008-07-06	CO23580	CO23580.1	0.000543927390229324	42	0.0021757095609173
2008-10-12	2008-11-23	CO23580	CO23580.2	0.000543927390229324	42	0.00163178217068797
2009-05-24	2009-09-13	CO23580	CO23580.4	0.000543927390229324	112	0.0021757095609173
2010-01-24	2010-04-25	CO23580	CO23580.5	0.000543927390229324	91	0.00271963695114662
2012-04-15	2012-06-24	CO23580	CO23580.6	0.000543927390229324	70	0.00707105607298121
2012-08-26	2012-11-25	CO23580	CO23580.7	0.000543927390229324	91	0.0021757095609173
2013-01-20	2013-11-10	CO23580	CO23580.8	0.000543927390229324	294	0.00271963695114662
2013-12-08	2014-02-16	CO23580	CO23580.9	0.000543927390229324	70	0.00271963695114662
2014-08-24	2014-11-09	CO23580	CO23580.10	0.000543927390229324	77	0.00271963695114662
2018-02-11	2019-02-17	CO23580	CO23580.11	0.000543927390229324	371	0.00598320129252256
2019-07-28	2019-10-20	CO23580	CO23580.12	0.000543927390229324	84	0.0021757095609173
2007-05-27	2007-07-15	CO23660	CO23660.1	0.000553541050289989	49	0.00110708210057998
2011-08-14	2012-03-11	CO23660	CO23660.2	0.000553541050289989	210	0.00249093472630495
2013-12-22	2015-03-01	CO23660	CO23660.3	0.000553541050289989	434	0.00470509892746491
2015-05-10	2015-06-14	CO23660	CO23660.4	0.000553541050289989	35	0.00110708210057998
2015-08-02	2016-01-10	CO23660	CO23660.5	0.000553541050289989	161	0.00193739367601496
2018-06-17	2019-04-07	CO23660	CO23660.6	0.000553541050289989	294	0.00359801682688493
2019-05-26	2019-12-22	CO23660	CO23660.7	0.000553541050289989	210	0.00221416420115996
2007-05-13	2007-07-01	CO23670	CO23670.1	0.000544363297013416	49	0.00163308989104025
2007-08-19	2007-10-28	CO23670	CO23670.2	0.000544363297013416	70	0.00272181648506708
2007-12-30	2008-07-20	CO23670	CO23670.3	0.000544363297013416	203	0.00272181648506708
2008-09-07	2008-12-07	CO23670	CO23670.4	0.000544363297013416	91	0.0032661797820805
2010-07-18	2010-12-26	CO23670	CO23670.5	0.000544363297013416	161	0.00217745318805367
2013-05-05	2013-06-16	CO23670	CO23670.6	0.000544363297013416	42	0.00108872659402683
2014-01-26	2014-08-10	CO23670	CO23670.7	0.000544363297013416	196	0.0032661797820805
2014-09-14	2014-11-02	CO23670	CO23670.8	0.000544363297013416	49	0.00108872659402683
2019-03-31	2019-12-22	CO23670	CO23670.9	0.000544363297013416	266	0.00544363297013416
2014-01-05	2014-02-02	CO23672	CO23672.1	0.000832535729970057	28	0.00249760718991017
2014-06-22	2014-11-09	CO23672	CO23672.2	0.000832535729970057	140	0.00333014291988023
2018-12-02	2019-01-27	CO23672	CO23672.3	0.000832535729970057	56	0.00249760718991017
2019-06-02	2019-12-22	CO23672	CO23672.4	0.000832535729970057	203	0.0058277501097904
2014-06-01	2014-07-13	CO23675	CO23675.1	0.00136304599867515	42	0.00340761499668788
2019-06-23	2019-12-22	CO23675	CO23675.2	0.00136304599867515	182	0.00477066099536303
2014-01-05	2014-02-23	CO23678	CO23678.1	0.000809840955875649	49	0.0048590457352539
2019-06-02	2019-07-07	CO23678	CO23678.3	0.000809840955875649	35	0.0016196819117513
2019-08-04	2019-10-27	CO23678	CO23678.4	0.000809840955875649	84	0.00404920477937825
2013-01-20	2013-08-04	CO23686	CO23686.1	0.00102986841514617	196	0.00360453945301161
2013-10-27	2014-02-16	CO23686	CO23686.2	0.00102986841514617	112	0.00360453945301161
2014-03-16	2014-07-27	CO23686	CO23686.3	0.00102986841514617	133	0.00308960524543852
2014-08-31	2014-10-19	CO23686	CO23686.4	0.00102986841514617	49	0.00566427628330396
2019-09-15	2019-12-22	CO23686	CO23686.6	0.00102986841514617	98	0.00566427628330396
2008-06-15	2008-11-23	CO23807	CO23807.1	0.000507519383381522	161	0.00152255815014456
2009-06-07	2009-08-09	CO23807	CO23807.3	0.000507519383381522	63	0.0012687984584538
2010-02-21	2010-06-27	CO23807	CO23807.4	0.000507519383381522	126	0.00304511630028913
2010-09-05	2010-10-24	CO23807	CO23807.5	0.000507519383381522	49	0.00177631784183533
2011-01-23	2011-06-19	CO23807	CO23807.6	0.000507519383381522	147	0.00152255815014456
2011-09-11	2011-10-16	CO23807	CO23807.7	0.000507519383381522	35	0.00152255815014456
2011-12-25	2012-02-05	CO23807	CO23807.8	0.000507519383381522	42	0.00101503876676304
2013-03-10	2013-07-28	CO23807	CO23807.9	0.000507519383381522	140	0.00177631784183533
2013-10-06	2013-11-17	CO23807	CO23807.10	0.000507519383381522	42	0.00101503876676304
2017-07-02	2017-09-10	CO23807	CO23807.11	0.000507519383381522	70	0.00152255815014456
2017-12-03	2019-03-10	CO23807	CO23807.12	0.000507519383381522	462	0.00279135660859837
2019-06-16	2019-08-18	CO23807	CO23807.13	0.000507519383381522	63	0.00101503876676304
2019-10-20	2019-12-22	CO23807	CO23807.14	0.000507519383381522	63	0.00152255815014456
2011-04-03	2011-07-17	CO23815	CO23815.1	0.000818633544190249	105	0.00245590063257075
2013-03-31	2013-08-04	CO23815	CO23815.3	0.000818633544190249	126	0.00245590063257075
2014-02-02	2014-12-28	CO23815	CO23815.4	0.000818633544190249	329	0.00491180126514149
2015-10-18	2016-01-31	CO23815	CO23815.5	0.000818633544190249	105	0.003274534176761
2018-12-30	2019-02-24	CO23815	CO23815.6	0.000818633544190249	56	0.00409316772095124
2019-04-14	2019-10-20	CO23815	CO23815.7	0.000818633544190249	189	0.00491180126514149
2019-11-10	2019-12-22	CO23815	CO23815.8	0.000818633544190249	42	0.00245590063257075
2014-10-12	2014-11-30	CO23855	CO23855.1	0.00118428035429035	49	0.00592140177145177
2015-09-20	2016-01-10	CO23855	CO23855.2	0.00118428035429035	112	0.00414498124001624
2018-06-10	2019-03-10	CO23855	CO23855.3	0.00118428035429035	273	0.0242777472629522
2019-06-02	2019-12-22	CO23855	CO23855.4	0.00118428035429035	203	0.0106585231886132
2009-12-06	2010-10-24	CO25290	CO25290.1	0.000387346636064588	322	0.00948999258358242
2013-03-24	2013-07-07	CO25290	CO25290.2	0.000387346636064588	105	0.00135571322622606
2013-10-13	2014-06-01	CO25290	CO25290.3	0.000387346636064588	231	0.00174305986229065
2014-06-29	2015-01-11	CO25290	CO25290.4	0.000387346636064588	196	0.00193673318032294
2015-04-12	2016-11-06	CO25290	CO25290.5	0.000387346636064588	574	0.0187863118491325
2009-12-06	2010-09-12	CO25307	CO25307.1	0.00190942000761028	280	0.0119338750475642
2011-12-11	2012-03-04	CO25307	CO25307.2	0.00190942000761028	84	0.00286413001141542
2012-07-29	2015-03-01	CO25307	CO25307.3	0.00190942000761028	945	0.00978577753900269
2015-11-01	2016-01-24	CO25307	CO25307.4	0.00190942000761028	84	0.0064442925256847
2017-12-17	2018-08-05	CO25307	CO25307.6	0.00190942000761028	231	0.00668297002663598
2018-12-09	2019-08-11	CO25307	CO25307.7	0.00190942000761028	245	0.00668297002663598
2019-11-10	2019-12-22	CO25307	CO25307.8	0.00190942000761028	42	0.00334148501331799
2009-12-20	2010-08-01	CO25320	CO25320.1	0.00133768741419035	224	0.00802612448514207
2012-12-23	2013-12-29	CO25320	CO25320.2	0.00133768741419035	371	0.00601959336385656
2019-04-07	2019-06-02	CO25320	CO25320.5	0.00133768741419035	56	0.00535074965676138
2019-06-30	2019-10-13	CO25320	CO25320.6	0.00133768741419035	105	0.0227406860412359
2009-12-13	2010-07-25	CO25386	CO25386.1	0.00245733936326057	224	0.0196587149060845
2012-07-29	2014-03-02	CO25386	CO25386.2	0.00245733936326057	581	0.0139249230584765
2014-06-15	2015-05-03	CO25386	CO25386.3	0.00245733936326057	322	0.00901024433195541
2015-11-15	2016-04-17	CO25386	CO25386.4	0.00245733936326057	154	0.0204778280271714
2019-02-24	2019-12-22	CO25386	CO25386.5	0.00245733936326057	301	0.00901024433195541
2009-12-27	2010-12-05	CO27001	CO27001.1	0.000221274906974591	343	0.00309784869764427
2015-11-08	2016-06-19	CO27001	CO27001.9	0.000221274906974591	224	0.00132764944184754
2019-07-07	2019-10-27	CO27001	CO27001.10	0.000221274906974591	112	0.00132764944184754
2016-04-17	2016-09-18	CO27615	CO27615.1	0.000671405023470379	154	0.00805686028164455
2006-12-31	2007-01-28	CO41001	CO41001.1	0.0022202340404652	28	0.00333035106069779
2007-04-15	2007-08-26	CO41001	CO41001.2	0.0022202340404652	133	0.00370039006744199
2008-01-06	2008-03-02	CO41001	CO41001.3	0.0022202340404652	56	0.00355237446474431
2008-06-08	2008-07-06	CO41001	CO41001.4	0.0022202340404652	28	0.00259027304720939
2008-09-21	2008-10-19	CO41001	CO41001.5	0.0022202340404652	28	0.00266428084855823
2009-03-29	2010-08-15	CO41001	CO41001.6	0.0022202340404652	504	0.00880692836051194
2011-12-04	2012-08-19	CO41001	CO41001.7	0.0022202340404652	259	0.0087329205591631
2012-12-30	2014-07-20	CO41001	CO41001.8	0.0022202340404652	567	0.0110271624009771
2014-11-09	2015-02-08	CO41001	CO41001.9	0.0022202340404652	91	0.0113231936063725
2015-05-24	2016-02-07	CO41001	CO41001.10	0.0022202340404652	259	0.00577260850520951
2016-10-23	2017-01-01	CO41001	CO41001.11	0.0022202340404652	70	0.00562459290251183
2019-01-06	2019-12-22	CO41001	CO41001.12	0.0022202340404652	350	0.0196860751587914
2006-12-31	2007-02-04	CO41132	CO41132.1	0.00147005647608872	35	0.00367514119022179
2007-04-29	2007-06-10	CO41132	CO41132.2	0.00147005647608872	42	0.00514519766631051
2009-10-25	2010-02-28	CO41132	CO41132.3	0.00147005647608872	126	0.00514519766631051
2011-10-02	2011-12-25	CO41132	CO41132.4	0.00147005647608872	84	0.00441016942826615
2012-02-19	2012-08-05	CO41132	CO41132.5	0.00147005647608872	168	0.00735028238044359
2012-12-23	2013-02-24	CO41132	CO41132.6	0.00147005647608872	63	0.00441016942826615
2013-04-28	2013-06-02	CO41132	CO41132.7	0.00147005647608872	35	0.00220508471413308
2013-09-08	2015-06-14	CO41132	CO41132.8	0.00147005647608872	644	0.0147005647608872
2015-08-02	2016-02-21	CO41132	CO41132.9	0.00147005647608872	203	0.0124954800467541
2016-10-23	2017-01-15	CO41132	CO41132.10	0.00147005647608872	84	0.00588022590435487
2019-03-10	2019-12-22	CO41132	CO41132.11	0.00147005647608872	287	0.0154355929989315
2006-12-31	2007-05-13	CO41298	CO41298.1	0.00152087307820049	133	0.00669184154408216
2009-12-06	2010-10-17	CO41298	CO41298.2	0.00152087307820049	315	0.0109502861630435
2011-12-25	2014-06-01	CO41298	CO41298.3	0.00152087307820049	889	0.00973358770048314
2014-11-23	2015-05-24	CO41298	CO41298.4	0.00152087307820049	182	0.00760436539100245
2015-09-27	2016-03-27	CO41298	CO41298.5	0.00152087307820049	182	0.00821271462228265
2019-04-28	2019-12-22	CO41298	CO41298.6	0.00152087307820049	238	0.00973358770048314
2009-03-15	2009-08-09	CO41306	CO41306.1	0.000754191867559289	147	0.00452515120535573
2009-12-20	2010-10-03	CO41306	CO41306.2	0.000754191867559289	287	0.0128212617485079
2012-07-29	2012-12-09	CO41306	CO41306.3	0.000754191867559289	133	0.00377095933779644
2013-12-15	2014-06-15	CO41306	CO41306.4	0.000754191867559289	182	0.00452515120535573
2014-11-23	2015-03-22	CO41306	CO41306.5	0.000754191867559289	119	0.00452515120535573
2015-11-29	2016-03-20	CO41306	CO41306.6	0.000754191867559289	112	0.00527934307291502
2019-06-02	2019-10-13	CO41306	CO41306.7	0.000754191867559289	133	0.00377095933779644
2007-01-07	2007-08-26	CO41396	CO41396.1	0.00123630351487276	231	0.00700571991761229
2009-09-06	2010-04-11	CO41396	CO41396.2	0.00123630351487276	217	0.0263744749839522
2010-05-30	2010-08-29	CO41396	CO41396.3	0.00123630351487276	91	0.00453311288786678
2010-10-03	2011-07-24	CO41396	CO41396.4	0.00123630351487276	294	0.00370891054461827
2012-02-19	2012-05-27	CO41396	CO41396.5	0.00123630351487276	98	0.00247260702974552
2014-03-30	2014-10-05	CO41396	CO41396.8	0.00123630351487276	189	0.0078299222608608
2014-11-16	2015-03-15	CO41396	CO41396.9	0.00123630351487276	119	0.00535731523111528
2015-09-06	2016-07-03	CO41396	CO41396.11	0.00123630351487276	301	0.0197808562379641
2019-06-23	2019-12-22	CO41396	CO41396.12	0.00123630351487276	182	0.00453311288786678
2008-01-06	2008-02-17	CO41524	CO41524.2	0.00142808642757124	42	0.00357021606892811
2008-06-22	2008-07-20	CO41524	CO41524.3	0.00142808642757124	28	0.00285617285514249
2009-10-18	2010-02-07	CO41524	CO41524.4	0.00142808642757124	112	0.0099966049929987
2010-06-20	2010-08-29	CO41524	CO41524.5	0.00142808642757124	70	0.00499830249649935
2010-09-26	2010-12-26	CO41524	CO41524.6	0.00142808642757124	91	0.00785447535164183
2012-04-29	2012-09-30	CO41524	CO41524.7	0.00142808642757124	154	0.0121387346343556
2013-01-06	2014-08-17	CO41524	CO41524.8	0.00142808642757124	588	0.00928256177921308
2014-11-02	2015-02-08	CO41524	CO41524.9	0.00142808642757124	98	0.0142808642757124
2015-11-22	2016-01-31	CO41524	CO41524.11	0.00142808642757124	70	0.00357021606892811
2019-04-07	2019-12-22	CO41524	CO41524.13	0.00142808642757124	259	0.0314179014065673
2007-02-04	2007-08-26	CO41551	CO41551.1	0.000802551132848034	203	0.00260829118175611
2009-03-08	2009-08-16	CO41551	CO41551.2	0.000802551132848034	161	0.00160510226569607
2009-09-27	2010-10-17	CO41551	CO41551.3	0.000802551132848034	385	0.0190605894051408
2012-02-19	2012-07-08	CO41551	CO41551.4	0.000802551132848034	140	0.00381211788102816
2013-03-31	2013-09-01	CO41551	CO41551.6	0.000802551132848034	154	0.00220701561533209
2014-03-23	2016-07-03	CO41551	CO41551.8	0.000802551132848034	833	0.00401275566424017
2019-03-24	2019-12-22	CO41551	CO41551.9	0.000802551132848034	273	0.00642040906278427
2009-12-13	2011-11-06	CO41668	CO41668.2	0.000771574714689841	693	0.0162030690084867
2011-12-25	2012-07-22	CO41668	CO41668.3	0.000771574714689841	210	0.00694417243220857
2019-04-21	2019-06-09	CO41668	CO41668.7	0.000771574714689841	49	0.00308629885875936
2007-10-14	2007-12-23	CO44001	CO44001.1	0.00031746502790226	70	0.00148150346354388
2008-11-30	2009-03-22	CO44001	CO44001.3	0.00031746502790226	112	0.00148150346354388
2009-11-08	2010-03-28	CO44001	CO44001.5	0.00031746502790226	140	0.0021164335193484
2011-10-09	2012-01-22	CO44001	CO44001.7	0.00031746502790226	105	0.0026455418991855
2012-10-14	2014-05-04	CO44001	CO44001.8	0.00031746502790226	567	0.00201061184338098
2014-09-21	2015-06-21	CO44001	CO44001.9	0.00031746502790226	273	0.00116403843564162
2015-10-11	2016-01-31	CO44001	CO44001.10	0.00031746502790226	112	0.00137568178757646
2018-01-21	2019-05-12	CO44001	CO44001.11	0.00031746502790226	476	0.00338629363095743
2012-04-08	2012-07-15	CO44035	CO44035.1	0.00051885213859883	98	0.00311311283159298
2012-10-14	2013-01-06	CO44035	CO44035.2	0.00051885213859883	84	0.00207540855439532
2013-10-13	2014-07-27	CO44035	CO44035.3	0.00051885213859883	287	0.0051885213859883
2014-10-12	2014-11-09	CO44035	CO44035.4	0.00051885213859883	28	0.00207540855439532
2015-11-08	2015-12-27	CO44035	CO44035.5	0.00051885213859883	49	0.00207540855439532
2018-02-25	2018-04-01	CO44035	CO44035.6	0.00051885213859883	35	0.00103770427719766
2018-11-18	2019-03-24	CO44035	CO44035.7	0.00051885213859883	126	0.00207540855439532
2007-09-23	2007-11-04	CO44078	CO44078.1	0.00148907423881709	42	0.0052117598358598
2012-12-09	2014-02-16	CO44078	CO44078.2	0.00148907423881709	434	0.0141462052687623
2014-10-05	2014-11-09	CO44078	CO44078.4	0.00148907423881709	35	0.00297814847763417
2015-10-25	2016-01-10	CO44078	CO44078.5	0.00148907423881709	77	0.00744537119408543
2018-05-06	2018-08-26	CO44078	CO44078.6	0.00148907423881709	112	0.00670083407467688
2018-09-23	2019-01-20	CO44078	CO44078.7	0.00148907423881709	119	0.0104235196717196
2009-07-12	2009-09-06	CO44090	CO44090.2	0.000808077774801714	56	0.00404038887400857
2010-01-03	2010-02-07	CO44090	CO44090.3	0.000808077774801714	35	0.00323231109920685
2011-10-16	2011-11-13	CO44090	CO44090.4	0.000808077774801714	28	0.00242423332440514
2013-01-13	2013-12-08	CO44090	CO44090.6	0.000808077774801714	329	0.00404038887400857
