ModelType	Round	Snapshot	TrainingLoss	TrainingRMSE	ValidationRMSE
maxIncidence	2	11	-1.588422417640686	0.02809989827427377	0.051443869549524526
maxIncidence	2	12	-1.594443678855896	0.028868040724290358	0.05175037094353707
maxIncidence	2	13	-1.5946210622787476	0.02963587828932936	0.05207399943143312
maxIncidence	2	14	-1.5886280536651611	0.03034199484345865	0.052613357617717495
maxIncidence	2	15	-1.601709008216858	0.0315588513118374	0.053195098615662025
maxIncidence	2	16	-1.5967153310775757	0.03136933407336739	0.0532010761955607
maxIncidence	2	17	-1.608176350593567	0.0325973741295065	0.05394435442660933
maxIncidence	2	18	-1.6031506061553955	0.03389909821742213	0.05472976045086374
maxIncidence	2	19	-1.6145225763320923	0.035349519608453936	0.05537874059739757
maxIncidence	2	20	-1.6058810949325562	0.034534321596541004	0.05486428153747804
maxIncidence	2	21	-1.609549641609192	0.03573247789301573	0.05578384241754541
maxIncidence	2	22	-1.6051278114318848	0.03670998563615422	0.05629664513011867
maxIncidence	2	23	-1.6096919775009155	0.036544506757280534	0.056285052927196384
maxIncidence	2	24	-1.611767053604126	0.03928558645849992	0.058080095695068494
maxIncidence	2	25	-1.622304081916809	0.037770536180883774	0.05690982011564774
maxIncidence	2	26	-1.6141104698181152	0.040562781906427356	0.05890799315790168
maxIncidence	2	27	-1.6143373250961304	0.040002630713445654	0.058551129991742855
maxIncidence	2	28	-1.611962080001831	0.04175985697937739	0.05985089309878362
maxIncidence	2	29	-1.6144564151763916	0.043451923977193815	0.06065349616386039
maxIncidence	3	0	-1.3473882675170898	0.01723832287539681	0.054843424049179475
maxIncidence	3	1	-1.4518928527832031	0.01818794975664258	0.050987794533789474
maxIncidence	3	2	-1.5021748542785645	0.01937193091406974	0.04956733890032917
maxIncidence	3	3	-1.5423166751861572	0.019967432881507173	0.048723309965081694
maxIncidence	3	4	-1.5513761043548584	0.021079305228740294	0.04855249921185545
maxIncidence	3	5	-1.566440224647522	0.022244193122998634	0.048517128804806145
maxIncidence	3	6	-1.5745019912719727	0.023216034862415396	0.04885650000612894
maxIncidence	3	7	-1.5829497575759888	0.024206230403275675	0.04896571928149997
maxIncidence	3	8	-1.594052791595459	0.025029841030197276	0.04931840442010621
maxIncidence	3	9	-1.6005103588104248	0.025995554309201162	0.049607646518672416
maxIncidence	3	10	-1.602807641029358	0.02747637901708315	0.050326431933412775
maxIncidence	3	11	-1.607550859451294	0.028355073612601908	0.05065421155353836
maxIncidence	3	12	-1.6109436750411987	0.028156964767095078	0.05086517283480182
maxIncidence	3	13	-1.6125435829162598	0.029525340078496876	0.05135952338646905
maxIncidence	3	14	-1.6157962083816528	0.030239141988119562	0.05176840348539603
maxIncidence	3	15	-1.6235296726226807	0.0314635596201409	0.052650138983042785
maxIncidence	3	16	-1.619077205657959	0.03224775480505587	0.05296622850027464
maxIncidence	3	17	-1.6205394268035889	0.03189661007123016	0.0525853029014966
maxIncidence	3	18	-1.6229981184005737	0.03451256076156377	0.05447883684105903
maxIncidence	3	19	-1.6211484670639038	0.034757490294063456	0.05433800317728758
maxIncidence	3	20	-1.6216399669647217	0.036034228248579374	0.05495424226566103
maxIncidence	3	21	-1.6279841661453247	0.03562014998637255	0.054937384680868714
maxIncidence	3	22	-1.6337686777114868	0.03737618418013172	0.05606745718685524
maxIncidence	3	23	-1.6312446594238281	0.03824740850863272	0.05667529975335863
maxIncidence	3	24	-1.6273306608200073	0.03817939300598147	0.05644443588093422
maxIncidence	3	25	-1.6267398595809937	0.0391593791537237	0.057226348844821
maxIncidence	3	26	-1.6339678764343262	0.03981905611131571	0.05765348688553218
maxIncidence	3	27	-1.6268465518951416	0.04108333625516468	0.05825147037787478
