ModelType	Round	Snapshot	TrainingLoss	TrainingRMSE	ValidationRMSE
establishment	8	5	-1.0654001235961914	0.0057466001661443476	0.06359144851918341
establishment	8	6	-1.0709342956542969	0.006112221582609012	0.06346673360811389
establishment	8	7	-1.0797576904296875	0.006089149011988285	0.06340755878201533
establishment	8	8	-1.0857126712799072	0.006765253328318689	0.0635385323124332
establishment	8	9	-1.0936139822006226	0.007473381048275594	0.06372175540146065
establishment	8	10	-1.0858910083770752	0.008129667804586736	0.0638074159733566
establishment	8	11	-1.0971494913101196	0.00813935585431505	0.06383339396963311
establishment	8	12	-1.1111118793487549	0.008923447009576974	0.0641123138050488
establishment	8	13	-1.086503028869629	0.0091776033297108	0.06399899241362697
establishment	8	14	-1.1125966310501099	0.009171103561775128	0.06386801839741071
establishment	8	15	-1.1179020404815674	0.009485393082271084	0.06411806398342369
establishment	8	16	-1.1136996746063232	0.01047585431159478	0.06417041968008887
establishment	8	17	-1.1018449068069458	0.010524616582534478	0.06415228399096617
establishment	8	18	-1.1078519821166992	0.01099017804057945	0.06431652837112137
establishment	8	19	-1.125601053237915	0.011136964975423056	0.06453300698499423
establishment	8	20	-1.125241756439209	0.011495535166936707	0.06428953696704867
establishment	8	21	-1.1229652166366577	0.01156357263789351	0.0645482835830338
establishment	8	22	-1.1268168687820435	0.012272632642485595	0.06487878220348987
establishment	8	23	-1.1104689836502075	0.012289117311038244	0.06444343674691878
establishment	8	24	-1.1180487871170044	0.012375477316846437	0.06444145871239602
establishment	8	25	-1.1224550008773804	0.013081137596394385	0.06459284739817943
establishment	8	26	-1.1326650381088257	0.013035777389818232	0.0645762237091255
establishment	8	27	-1.121279001235962	0.014560589916867716	0.06489888441645345
establishment	8	28	-1.1309114694595337	0.013959823898591043	0.06480930525922024
establishment	8	29	-1.1175470352172852	0.014099631525961073	0.0648661061617469
establishment	9	0	-0.8775599002838135	0.016823086612247438	0.06969926265371419
establishment	9	1	-0.974754810333252	0.0042120798882304905	0.06545865793386099
establishment	9	2	-1.0185906887054443	0.004399757050292068	0.06420543156190288
establishment	9	3	-1.0474492311477661	0.005137100521390518	0.06349507214391636
establishment	9	4	-1.0586247444152832	0.004968818229595062	0.06308994748149108
establishment	9	5	-1.063654899597168	0.006001392431857738	0.06296626726504412
establishment	9	6	-1.0889915227890015	0.006814341968628203	0.06291450508356088
establishment	9	7	-1.0906862020492554	0.0071860406606498554	0.06291844841589526
establishment	9	8	-1.1009091138839722	0.007323232546050978	0.06296615556902718
establishment	9	9	-1.1092551946640015	0.007295036754119209	0.06320613567310436
establishment	9	10	-1.0951908826828003	0.0083319300058083	0.06335559299377837
establishment	9	11	-1.0908399820327759	0.00903928045129454	0.06337702961180024
establishment	9	12	-1.1193920373916626	0.008783632867093414	0.06338919395542866
establishment	9	13	-1.1207979917526245	0.010236292488724255	0.06352566938519573
establishment	9	14	-1.117077350616455	0.009913331000859326	0.06353508337724434
establishment	9	15	-1.1209492683410645	0.010722362845809767	0.06371129023721413
establishment	9	16	-1.1259303092956543	0.010249457893634586	0.06375426963754055
establishment	9	17	-1.129638433456421	0.011493926807314246	0.06384539442752797
establishment	9	18	-1.1247339248657227	0.011045547625900234	0.06387178913700424
establishment	9	19	-1.1349289417266846	0.010499278161114844	0.06373258178534084
establishment	9	20	-1.1343841552734375	0.011623803203083326	0.06422067114073511
establishment	9	21	-1.134041666984558	0.012605390427801327	0.0640205322592089
establishment	9	22	-1.1349196434020996	0.012290379636137043	0.06407170889536368
establishment	9	23	-1.123612880706787	0.01354316167301812	0.06474469710885368
establishment	9	24	-1.1283968687057495	0.013657992687428594	0.0642900847301295
establishment	9	25	-1.1432093381881714	0.012442791986347292	0.06436939891513895
establishment	9	26	-1.125465750694275	0.014445069588573322	0.06465548309082084
establishment	9	27	-1.1422415971755981	0.013850241684715686	0.06428294604948379
establishment	9	28	-1.1405143737792969	0.01458375282088888	0.06455627948492822
establishment	9	29	-1.1428948640823364	0.015155877482730328	0.06468875972432833
establishment	10	0	-0.8857406377792358	0.016825261102710362	0.06907471349197095
establishment	10	1	-0.984124481678009	0.004432959015196947	0.06494047468921678
establishment	10	2	-1.0263760089874268	0.00438842413365042	0.06372624788517477
establishment	10	3	-1.0484648942947388	0.004756359650052398	0.06304892015212243
establishment	10	4	-1.0646648406982422	0.005975278907773897	0.0627064995526357
establishment	10	5	-1.0876120328903198	0.006327093280537453	0.06249735280162802
establishment	10	6	-1.09608793258667	0.006756678823984491	0.06241611702183026
establishment	10	7	-1.103659749031067	0.007356276736425475	0.06250581227659296
establishment	10	8	-1.1113452911376953	0.007420677576211408	0.06242615507876669
establishment	10	9	-1.1098263263702393	0.007657163437695602	0.06267955673227495
establishment	10	10	-1.115620732307434	0.0075655016394281125	0.06280554776271505
establishment	10	11	-1.1165666580200195	0.008473200890946692	0.06302594059738968
establishment	10	12	-1.1300703287124634	0.009010843101876677	0.06297949900673848
establishment	10	13	-1.1253242492675781	0.009701718607508384	0.06317512083136943
establishment	10	14	-1.1182106733322144	0.009451514714218666	0.06315081586529728
establishment	10	15	-1.1310604810714722	0.010926315883878969	0.06340044104974404
establishment	10	16	-1.1452796459197998	0.010611082233476182	0.06328448167027999
establishment	10	17	-1.1419917345046997	0.010772831425001576	0.06333398302604813
establishment	10	18	-1.141676664352417	0.011146109982044381	0.06366071607816703
establishment	10	19	-1.1415694952011108	0.012122014151789444	0.06356612635071474
establishment	10	20	-1.1355080604553223	0.011887808648108332	0.06357472254046645
establishment	10	21	-1.1423044204711914	0.01195268672747314	0.06374896958385967
establishment	10	22	-1.1239961385726929	0.013039618510907826	0.0637271713666602
establishment	10	23	-1.1495606899261475	0.012838019947935778	0.06386312063095778
establishment	10	24	-1.127371907234192	0.012230926816307641	0.06375896652099795
establishment	10	25	-1.1522142887115479	0.014317809706701351	0.06409423264318262
establishment	10	26	-1.1234768629074097	0.012740338600300416	0.06372388642029497
establishment	10	27	-1.1501113176345825	0.014757086441377963	0.06425423958316238
establishment	10	28	-1.1574844121932983	0.01405495580642239	0.06415053018799287
establishment	10	29	-1.1539924144744873	0.014991750373996167	0.06461020704452161
establishment	11	0	-0.8958604335784912	0.016697590606182987	0.06834550050534603
establishment	11	1	-0.9993950128555298	0.0044560593363394945	0.06445550945226913
establishment	11	2	-1.0457173585891724	0.003528362786793062	0.06323519899178173
establishment	11	3	-1.065018653869629	0.00511954116873145	0.06263746588005221
establishment	11	4	-1.0774633884429932	0.005038714642095802	0.06229708347450259
establishment	11	5	-1.0929595232009888	0.0058665781648354195	0.062119888289585194
establishment	11	6	-1.0980054140090942	0.006770033590829239	0.0622424589420991
establishment	11	7	-1.107726812362671	0.0067703004353326214	0.06205318732276386
establishment	11	8	-1.1209865808486938	0.006022616629611397	0.06220062263804254
establishment	11	9	-1.1109576225280762	0.006975823837044028	0.062375122120626895
establishment	11	10	-1.1308586597442627	0.007092251706252221	0.06239246262731143
establishment	11	11	-1.1325435638427734	0.008201946580807962	0.06254293194512782
establishment	11	12	-1.1346416473388672	0.008519296101274816	0.06271355100083587
establishment	11	13	-1.1503735780715942	0.009615961835881042	0.06267937355387779
establishment	11	14	-1.1492919921875	0.010333474692226563	0.06289075556531283
establishment	11	15	-1.1604217290878296	0.009830886935333615	0.06296095441141893
establishment	11	16	-1.1513193845748901	0.009930030288981795	0.06277971600203143
establishment	11	17	-1.1654658317565918	0.011420985317774447	0.06307141632411789
establishment	11	18	-1.1450244188308716	0.010858801965289504	0.06306596668926982
establishment	11	19	-1.1624575853347778	0.01138203820600259	0.0631677837953885
establishment	11	20	-1.1660901308059692	0.011633411041051294	0.06319687467293818
establishment	11	21	-1.1656160354614258	0.012471202123568646	0.06326696535539195
establishment	11	22	-1.1608772277832031	0.01219576281276373	0.06338551813360113
establishment	11	23	-1.1520105600357056	0.01238799726225816	0.06353133641005057
establishment	11	24	-1.166180968284607	0.012559147440314432	0.06333812580999604
establishment	11	25	-1.1649600267410278	0.013310670843434957	0.06346457280121008
establishment	11	26	-1.1726443767547607	0.013615667415392144	0.06370835123555194
establishment	11	27	-1.161668062210083	0.013547113742224387	0.06355505918207215
establishment	11	28	-1.1728218793869019	0.013831744713062605	0.0636467682279692
establishment	11	29	-1.1792066097259521	0.014656437081688997	0.06389532574018753
establishment	12	0	-0.9024690985679626	0.016733143277528686	0.06791829047625215
establishment	12	1	-1.004441499710083	0.0045652247171711615	0.0640607457792734
establishment	12	2	-1.050301432609558	0.003781764429875266	0.0627258604438114
establishment	12	3	-1.0787140130996704	0.005078757949419408	0.06214556447080042
establishment	12	4	-1.1098048686981201	0.00620434656287325	0.0619215032903989
establishment	12	5	-1.1208611726760864	0.0065390564823036195	0.06174299869844636
establishment	12	6	-1.1191097497940063	0.006428948020165355	0.061637177379470845
establishment	12	7	-1.12436842918396	0.006990254937225934	0.06167865398432658
establishment	12	8	-1.1189801692962646	0.00654303318779053	0.06195333937669495
establishment	12	9	-1.136661171913147	0.007442794796739326	0.062019578406504926
establishment	12	10	-1.1278905868530273	0.007833475764505812	0.06207719193206985
establishment	12	11	-1.1280697584152222	0.008424564096730513	0.06219313970061985
establishment	12	12	-1.1494686603546143	0.008471603408897993	0.0623188241046339
establishment	12	13	-1.16267728805542	0.009966049371564324	0.06246353009768683
establishment	12	14	-1.1600775718688965	0.010049546098657129	0.06262070815879117
establishment	12	15	-1.1654438972473145	0.010614027593557795	0.06256155972533768
establishment	12	16	-1.1404999494552612	0.01001786246051505	0.062496777194713506
establishment	12	17	-1.1574010848999023	0.01011397491725313	0.0625956223491459
establishment	12	18	-1.1728399991989136	0.011192722617551994	0.06277286713325676
establishment	12	19	-1.1493151187896729	0.010613807077366203	0.06271323844930032
establishment	12	20	-1.1708041429519653	0.012570573980451192	0.06329024472952928
establishment	12	21	-1.1769601106643677	0.012359366970684488	0.06312886736315196
establishment	12	22	-1.1784971952438354	0.012185769656386	0.06290855030555759
establishment	12	23	-1.1607531309127808	0.011886673560437143	0.06299089027506458
