ModelType	Round	Snapshot	TrainingLoss	TrainingRMSE	ValidationRMSE
duration	10	21	-1.7724000215530396	0.05698407814158646	0.06881564366249428
duration	10	22	-1.775590181350708	0.05686036627196658	0.06868324237179367
duration	10	23	-1.7738630771636963	0.05707934804846656	0.0688732580588898
duration	10	24	-1.7741411924362183	0.056949410875241184	0.068725516356026
duration	10	25	-1.771849274635315	0.0570282195256678	0.06877350545203684
duration	10	26	-1.7830893993377686	0.056820775216803704	0.06866886958431002
duration	10	27	-1.7780430316925049	0.057358743443840364	0.06904140522800838
duration	10	28	-1.7757155895233154	0.05710674956168482	0.06887057027885264
duration	10	29	-1.780469536781311	0.05726188277325077	0.06904856501715348
duration	11	0	-1.5793386697769165	0.05326294268714896	0.07137597523439947
duration	11	1	-1.6661618947982788	0.054031796784192426	0.06932514688408047
duration	11	2	-1.7077935934066772	0.054566588344884155	0.06862882322826488
duration	11	3	-1.7409666776657104	0.05466616017765872	0.06822894860565301
duration	11	4	-1.741822361946106	0.0548697300903574	0.06802166625529835
duration	11	5	-1.7454866170883179	0.054913903331840194	0.06789414885656622
duration	11	6	-1.7705981731414795	0.05537216792888266	0.0679709245968783
duration	11	7	-1.7758616209030151	0.055430885882528785	0.06793390519572248
duration	11	8	-1.774829626083374	0.055602142867443284	0.0679212624464384
duration	11	9	-1.7864302396774292	0.055745563962062435	0.06794468995710347
duration	11	10	-1.7742860317230225	0.05594069570706082	0.06802809039109113
duration	11	11	-1.7850030660629272	0.05592998255605615	0.0680674361393664
duration	11	12	-1.774402379989624	0.05596796313548794	0.06809956572241939
duration	11	13	-1.7870166301727295	0.0561405617710418	0.06811065996175779
duration	11	14	-1.7899903059005737	0.056188573119183835	0.06816303130819593
duration	11	15	-1.8024678230285645	0.05605627588554878	0.06805992985815931
duration	11	16	-1.7950093746185303	0.05622856465244482	0.0681962274005424
duration	11	17	-1.794123888015747	0.05646496380417171	0.0683548504444018
duration	11	18	-1.7873066663742065	0.05647236185550404	0.0683802935378357
duration	11	19	-1.7918565273284912	0.05652134896635205	0.06837811372714162
duration	11	20	-1.7937400341033936	0.05672407927596831	0.06849577549744473
duration	11	21	-1.7950325012207031	0.05678708342716696	0.0685658353629697
duration	11	22	-1.7925328016281128	0.056650103088913634	0.0684005780672441
duration	11	23	-1.8099212646484375	0.05679197718112369	0.06852077044727263
duration	11	24	-1.7955230474472046	0.05687308885247881	0.06858550335491692
duration	11	25	-1.795930027961731	0.0568904467395924	0.06867337702818191
duration	11	26	-1.7972760200500488	0.05675269016565504	0.06851593777349886
duration	11	27	-1.7924014329910278	0.0568322856326494	0.06859356975318402
duration	11	28	-1.7972031831741333	0.057190788272339727	0.06886034618594129
duration	11	29	-1.7971055507659912	0.05702955282340804	0.06881449920103642
duration	12	0	-1.6005702018737793	0.05320782141810191	0.07108078709427267
duration	12	1	-1.6864144802093506	0.053920357290778244	0.06900274379068269
duration	12	2	-1.7268080711364746	0.05444527468046026	0.0683016230896411
duration	12	3	-1.7437715530395508	0.05461105872729623	0.06791191720215188
duration	12	4	-1.7691820859909058	0.054752751445918055	0.06769979572531001
duration	12	5	-1.7552658319473267	0.05485066514114646	0.067624403955107
duration	12	6	-1.7804415225982666	0.05513944232329926	0.06762396173783759
duration	12	7	-1.78529953956604	0.055449646121984504	0.06770117078259483
duration	12	8	-1.7858188152313232	0.05542948073206669	0.06765021659174252
duration	12	9	-1.8031368255615234	0.05585750592702714	0.0677832120028285
duration	12	10	-1.8087577819824219	0.05583494234045272	0.0677325308956291
duration	12	11	-1.7940711975097656	0.055665943894739715	0.06770954961659248
duration	12	12	-1.7988156080245972	0.05582653263865568	0.06777894823889162
duration	12	13	-1.8013652563095093	0.05594158459845073	0.06786052016636387
duration	12	14	-1.8019778728485107	0.05606140514363534	0.06789276159526096
duration	12	15	-1.7987122535705566	0.0558762064426706	0.06779442414515319
duration	12	16	-1.8043110370635986	0.05620084577408321	0.0680092881998661
duration	12	17	-1.803548812866211	0.05617642129523334	0.06796113713353472
duration	12	18	-1.8018391132354736	0.056363436710671524	0.06806279520052146
duration	12	19	-1.8175736665725708	0.05637526747243401	0.06804248817669106
duration	12	20	-1.8236405849456787	0.056287879368376405	0.06800710615820463
duration	12	21	-1.8049461841583252	0.05668388510696642	0.06826536058690977
duration	12	22	-1.8131219148635864	0.05645754288400394	0.06809351558981888
duration	12	23	-1.8097501993179321	0.05642828206081277	0.06808640240856231
duration	12	24	-1.810167908668518	0.056732774617740976	0.06829794253579147
duration	12	25	-1.8136515617370605	0.05695289582725341	0.06843944406119827
duration	12	26	-1.8159509897232056	0.05680622198467368	0.06833696058370464
duration	12	27	-1.819035530090332	0.056949987331216284	0.06847286539667424
duration	12	28	-1.8099638223648071	0.05709800820073811	0.06855217410937711
duration	12	29	-1.8134211301803589	0.056979686566551106	0.06852688136315505
duration	13	0	-1.6089876890182495	0.05335494400256738	0.07045597441370642
duration	13	1	-1.693569302558899	0.05423502056187523	0.06853827410125996
duration	13	2	-1.7339136600494385	0.05452464386250074	0.06784400469198554
duration	13	3	-1.7550544738769531	0.05467672608446105	0.0674618896735293
duration	13	4	-1.7663687467575073	0.054828786811932886	0.06731226902889127
duration	13	5	-1.7711217403411865	0.055116295820606766	0.06731302884404325
duration	13	6	-1.7806113958358765	0.055161961621162235	0.06724083809009254
duration	13	7	-1.7967599630355835	0.05545794889852389	0.0672786798763565
duration	13	8	-1.8132131099700928	0.055680210503205346	0.06734093259531011
