municipality	alphaRest	rmse	rank
CO23182	0.007959183673469388	0.5583049474114762	2
CO23189	0.007959183673469388	0.5583049474114762	2
CO23417	0.00857142857142857	0.5583049474114762	2
CO23466	0.009183673469387754	0.5583049474114762	2
CO23555	0.011020408163265306	0.5583049474114762	2
CO23570	0.011632653061224489	0.5583049474114762	2
CO23580	0.00857142857142857	0.5583049474114762	2
CO23660	0.007959183673469388	0.5583049474114762	2
CO23670	0.007959183673469388	0.5583049474114762	2
CO23672	0.007959183673469388	0.5583049474114762	2
CO23678	0.00857142857142857	0.5583049474114762	2
CO23686	0.009183673469387754	0.5583049474114762	2
CO23807	0.007346938775510204	0.5583049474114762	2
CO23815	0.00857142857142857	0.5583049474114762	2
CO23855	0.012244897959183673	0.5583049474114762	2
CO25290	0.014081632653061223	0.5583049474114762	2
CO25307	0.01346938775510204	0.5583049474114762	2
CO25320	0.02020408163265306	0.5583049474114762	2
CO25386	0.024489795918367346	0.5583049474114762	2
CO27001	0.007959183673469388	0.5583049474114762	2
CO41001	0.009795918367346938	0.5583049474114762	2
CO41132	0.011020408163265306	0.5583049474114762	2
CO41298	0.014081632653061223	0.5583049474114762	2
CO41306	0.009183673469387754	0.5583049474114762	2
CO41396	0.014693877551020407	0.5583049474114762	2
CO41524	0.01836734693877551	0.5583049474114762	2
CO41551	0.011632653061224489	0.5583049474114762	2
CO41668	0.01346938775510204	0.5583049474114762	2
CO44001	0.007346938775510204	0.5583049474114762	2
CO44035	0.007959183673469388	0.5583049474114762	2
CO44078	0.011020408163265306	0.5583049474114762	2
CO44090	0.00857142857142857	0.5583049474114762	2
CO44279	0.009183673469387754	0.5583049474114762	2
CO44430	0.007959183673469388	0.5583049474114762	2
CO44560	0.00673469387755102	0.5583049474114762	2
CO44650	0.010408163265306122	0.5583049474114762	2
CO44847	0.007346938775510204	0.5583049474114762	2
CO47001	0.00857142857142857	0.5583049474114762	2
CO47053	0.014081632653061223	0.5583049474114762	2
CO47189	0.007959183673469388	0.5583049474114762	2
CO47245	0.007959183673469388	0.5583049474114762	2
CO47288	0.009795918367346938	0.5583049474114762	2
CO47555	0.00857142857142857	0.5583049474114762	2
CO47980	0.007959183673469388	0.5583049474114762	2
CO50001	0.010408163265306122	0.5583049474114762	2
CO50006	0.01714285714285714	0.5583049474114762	2
CO50313	0.022653061224489793	0.5583049474114762	2
CO50350	0.009795918367346938	0.5583049474114762	2
CO50573	0.03	0.5583049474114762	2
CO54003	0.012244897959183673	0.5583049474114762	2
CO54405	0.011632653061224489	0.5583049474114762	2
CO54498	0.010408163265306122	0.5583049474114762	2
CO54810	0.011632653061224489	0.5583049474114762	2
CO54874	0.010408163265306122	0.5583049474114762	2
CO63001	0.01836734693877551	0.5583049474114762	2
CO63130	0.014693877551020407	0.5583049474114762	2
CO63190	0.012857142857142857	0.5583049474114762	2
CO63401	0.011632653061224489	0.5583049474114762	2
CO63470	0.01346938775510204	0.5583049474114762	2
CO63594	0.012244897959183673	0.5583049474114762	2
CO66001	0.018979591836734692	0.5583049474114762	2
CO66170	0.018979591836734692	0.5583049474114762	2
CO66400	0.012244897959183673	0.5583049474114762	2
CO66682	0.009795918367346938	0.5583049474114762	2
CO68001	0.011020408163265306	0.5583049474114762	2
CO68081	0.010408163265306122	0.5583049474114762	2
CO68190	0.009183673469387754	0.5583049474114762	2
CO68276	0.011020408163265306	0.5583049474114762	2
CO68307	0.009795918367346938	0.5583049474114762	2
CO68406	0.011020408163265306	0.5583049474114762	2
CO68547	0.011632653061224489	0.5583049474114762	2
CO68575	0.009183673469387754	0.5583049474114762	2
CO68679	0.01836734693877551	0.5583049474114762	2
CO68689	0.009795918367346938	0.5583049474114762	2
CO68755	0.026326530612244898	0.5583049474114762	2
CO70001	0.012857142857142857	0.5583049474114762	2
CO70215	0.011020408163265306	0.5583049474114762	2
CO70429	0.009795918367346938	0.5583049474114762	2
CO70670	0.011020408163265306	0.5583049474114762	2
CO70708	0.009183673469387754	0.5583049474114762	2
CO70713	0.007959183673469388	0.5583049474114762	2
CO73001	0.017755102040816324	0.5583049474114762	2
CO73168	0.014081632653061223	0.5583049474114762	2
CO73268	0.011632653061224489	0.5583049474114762	2
CO73283	0.015918367346938776	0.5583049474114762	2
CO73319	0.022040816326530613	0.5583049474114762	2
CO73411	0.012857142857142857	0.5583049474114762	2
CO73449	0.026326530612244898	0.5583049474114762	2
CO73504	0.014081632653061223	0.5583049474114762	2
CO73555	0.01346938775510204	0.5583049474114762	2
CO76001	0.011632653061224489	0.5583049474114762	2
CO76147	0.011632653061224489	0.5583049474114762	2
CO76233	0.010408163265306122	0.5583049474114762	2
CO76248	0.009183673469387754	0.5583049474114762	2
CO76275	0.014081632653061223	0.5583049474114762	2
CO76318	0.010408163265306122	0.5583049474114762	2
CO76364	0.00857142857142857	0.5583049474114762	2
CO76520	0.009795918367346938	0.5583049474114762	2
CO76563	0.009183673469387754	0.5583049474114762	2
CO76622	0.015918367346938776	0.5583049474114762	2
CO76736	0.007959183673469388	0.5583049474114762	2
CO76834	0.00857142857142857	0.5583049474114762	2
CO76892	0.00857142857142857	0.5583049474114762	2
CO76895	0.011632653061224489	0.5583049474114762	2
CO81001	0.01653061224489796	0.5583049474114762	2
CO81065	0.012857142857142857	0.5583049474114762	2
CO81736	0.014693877551020407	0.5583049474114762	2
CO81794	0.00857142857142857	0.5583049474114762	2
CO85001	0.020816326530612245	0.5583049474114762	2
CO85010	0.022653061224489793	0.5583049474114762	2
CO86001	0.011632653061224489	0.5583049474114762	2
CO86320	0.014693877551020407	0.5583049474114762	2
CO86568	0.014081632653061223	0.5583049474114762	2
CO86865	0.01653061224489796	0.5583049474114762	2
CO91001	0.022653061224489793	0.5583049474114762	2
CO95001	0.012244897959183673	0.5583049474114762	2
CO97001	0.018979591836734692	0.5583049474114762	2
CO99773	0.012244897959183673	0.5583049474114762	2
CO05001	0.004285714285714285	0.5594432341396494	3
CO05045	0.003061224489795918	0.5594432341396494	3
CO05051	0.0024489795918367346	0.5594432341396494	3
CO05079	0.003061224489795918	0.5594432341396494	3
CO05088	0.003061224489795918	0.5594432341396494	3
CO05120	0.003673469387755102	0.5594432341396494	3
CO05147	0.0024489795918367346	0.5594432341396494	3
CO05154	0.0024489795918367346	0.5594432341396494	3
CO05172	0.001836734693877551	0.5594432341396494	3
CO05212	0.004897959183673469	0.5594432341396494	3
CO05250	0.004897959183673469	0.5594432341396494	3
CO05308	0.004285714285714285	0.5594432341396494	3
CO05360	0.0024489795918367346	0.5594432341396494	3
CO05490	0.003673469387755102	0.5594432341396494	3
CO05579	0.003673469387755102	0.5594432341396494	3
CO05665	0.003673469387755102	0.5594432341396494	3
CO05736	0.005510204081632653	0.5594432341396494	3
CO05790	0.003673469387755102	0.5594432341396494	3
CO05837	0.0024489795918367346	0.5594432341396494	3
CO05895	0.0024489795918367346	0.5594432341396494	3
CO08001	0.003061224489795918	0.5594432341396494	3
CO08078	0.003673469387755102	0.5594432341396494	3
CO08296	0.004897959183673469	0.5594432341396494	3
CO08433	0.0024489795918367346	0.5594432341396494	3
CO08573	0.003061224489795918	0.5594432341396494	3
CO08638	0.003673469387755102	0.5594432341396494	3
CO08758	0.001836734693877551	0.5594432341396494	3
CO13052	0.003061224489795918	0.5594432341396494	3
CO13244	0.003061224489795918	0.5594432341396494	3
CO13430	0.0024489795918367346	0.5594432341396494	3
CO13468	0.004285714285714285	0.5594432341396494	3
CO13657	0.022653061224489793	0.5594432341396494	3
CO13670	0.003061224489795918	0.5594432341396494	3
CO13688	0.012244897959183673	0.5594432341396494	3
CO13836	0.003061224489795918	0.5594432341396494	3
CO15572	0.004285714285714285	0.5594432341396494	3
CO17042	0.003061224489795918	0.5594432341396494	3
CO17174	0.004897959183673469	0.5594432341396494	3
CO17380	0.003673469387755102	0.5594432341396494	3
CO18001	0.003061224489795918	0.5594432341396494	3
CO18150	0.003673469387755102	0.5594432341396494	3
CO18592	0.003061224489795918	0.5594432341396494	3
CO18753	0.004897959183673469	0.5594432341396494	3
CO19212	0.003673469387755102	0.5594432341396494	3
CO19455	0.003061224489795918	0.5594432341396494	3
CO19573	0.003673469387755102	0.5594432341396494	3
CO19698	0.003673469387755102	0.5594432341396494	3
CO20001	0.003673469387755102	0.5594432341396494	3
CO20011	0.004285714285714285	0.5594432341396494	3
CO20013	0.006122448979591836	0.5594432341396494	3
CO20060	0.004285714285714285	0.5594432341396494	3
CO20175	0.006122448979591836	0.5594432341396494	3
CO23001	0.003673469387755102	0.5594432341396494	3
CO23068	0.003673469387755102	0.5594432341396494	3
CO23162	0.003061224489795918	0.5594432341396494	3
CO23182	0.003061224489795918	0.5594432341396494	3
CO23189	0.003061224489795918	0.5594432341396494	3
CO23417	0.003061224489795918	0.5594432341396494	3
CO23466	0.003061224489795918	0.5594432341396494	3
CO23555	0.004897959183673469	0.5594432341396494	3
CO23570	0.004897959183673469	0.5594432341396494	3
CO23580	0.003061224489795918	0.5594432341396494	3
CO23660	0.0024489795918367346	0.5594432341396494	3
CO23670	0.003061224489795918	0.5594432341396494	3
CO23672	0.003061224489795918	0.5594432341396494	3
CO23678	0.003061224489795918	0.5594432341396494	3
CO23686	0.003673469387755102	0.5594432341396494	3
CO23807	0.0024489795918367346	0.5594432341396494	3
CO23815	0.003061224489795918	0.5594432341396494	3
CO23855	0.005510204081632653	0.5594432341396494	3
CO25290	0.011020408163265306	0.5594432341396494	3
CO25307	0.007346938775510204	0.5594432341396494	3
CO25320	0.02877551020408163	0.5594432341396494	3
CO25386	0.023265306122448978	0.5594432341396494	3
CO27001	0.0024489795918367346	0.5594432341396494	3
CO41001	0.004285714285714285	0.5594432341396494	3
CO41132	0.004897959183673469	0.5594432341396494	3
CO41298	0.010408163265306122	0.5594432341396494	3
CO41306	0.003673469387755102	0.5594432341396494	3
CO41396	0.009795918367346938	0.5594432341396494	3
CO41524	0.015918367346938776	0.5594432341396494	3
CO41551	0.006122448979591836	0.5594432341396494	3
CO41668	0.027551020408163263	0.5594432341396494	3
CO44001	0.0024489795918367346	0.5594432341396494	3
CO44035	0.0024489795918367346	0.5594432341396494	3
CO44078	0.004897959183673469	0.5594432341396494	3
CO44090	0.003061224489795918	0.5594432341396494	3
CO44279	0.003673469387755102	0.5594432341396494	3
CO44430	0.0024489795918367346	0.5594432341396494	3
CO44560	0.001836734693877551	0.5594432341396494	3
CO44650	0.003673469387755102	0.5594432341396494	3
CO44847	0.001836734693877551	0.5594432341396494	3
CO47001	0.003061224489795918	0.5594432341396494	3
CO47053	0.00673469387755102	0.5594432341396494	3
CO47189	0.003061224489795918	0.5594432341396494	3
CO47245	0.0024489795918367346	0.5594432341396494	3
CO47288	0.003673469387755102	0.5594432341396494	3
CO47555	0.003673469387755102	0.5594432341396494	3
CO47980	0.0024489795918367346	0.5594432341396494	3
CO50001	0.004897959183673469	0.5594432341396494	3
CO50006	0.025714285714285714	0.5594432341396494	3
CO50313	0.017755102040816324	0.5594432341396494	3
CO50350	0.004285714285714285	0.5594432341396494	3
CO50573	0.03	0.5594432341396494	3
CO54003	0.005510204081632653	0.5594432341396494	3
CO54405	0.005510204081632653	0.5594432341396494	3
CO54498	0.004285714285714285	0.5594432341396494	3
CO54810	0.006122448979591836	0.5594432341396494	3
CO54874	0.004897959183673469	0.5594432341396494	3
CO63001	0.02693877551020408	0.5594432341396494	3
CO63130	0.007959183673469388	0.5594432341396494	3
CO63190	0.012857142857142857	0.5594432341396494	3
CO63401	0.006122448979591836	0.5594432341396494	3
CO63470	0.007346938775510204	0.5594432341396494	3
CO63594	0.007346938775510204	0.5594432341396494	3
CO66001	0.028163265306122447	0.5594432341396494	3
CO66170	0.02877551020408163	0.5594432341396494	3
CO66400	0.006122448979591836	0.5594432341396494	3
CO66682	0.004285714285714285	0.5594432341396494	3
CO68001	0.004897959183673469	0.5594432341396494	3
CO68081	0.004285714285714285	0.5594432341396494	3
CO68190	0.004285714285714285	0.5594432341396494	3
CO68276	0.005510204081632653	0.5594432341396494	3
CO68307	0.004285714285714285	0.5594432341396494	3
CO68406	0.005510204081632653	0.5594432341396494	3
CO68547	0.005510204081632653	0.5594432341396494	3
CO68575	0.003673469387755102	0.5594432341396494	3
CO68679	0.02142857142857143	0.5594432341396494	3
CO68689	0.004285714285714285	0.5594432341396494	3
CO68755	0.029387755102040815	0.5594432341396494	3
CO70001	0.006122448979591836	0.5594432341396494	3
CO70215	0.004897959183673469	0.5594432341396494	3
CO70429	0.003673469387755102	0.5594432341396494	3
CO70670	0.005510204081632653	0.5594432341396494	3
CO70708	0.003673469387755102	0.5594432341396494	3
CO70713	0.0024489795918367346	0.5594432341396494	3
CO73001	0.027551020408163263	0.5594432341396494	3
CO73168	0.007959183673469388	0.5594432341396494	3
CO73268	0.005510204081632653	0.5594432341396494	3
CO73283	0.012244897959183673	0.5594432341396494	3
CO73319	0.02510204081632653	0.5594432341396494	3
CO73411	0.00673469387755102	0.5594432341396494	3
CO73449	0.024489795918367346	0.5594432341396494	3
CO73504	0.01346938775510204	0.5594432341396494	3
CO73555	0.007346938775510204	0.5594432341396494	3
CO76001	0.00673469387755102	0.5594432341396494	3
CO76147	0.005510204081632653	0.5594432341396494	3
CO76233	0.004897959183673469	0.5594432341396494	3
CO76248	0.004285714285714285	0.5594432341396494	3
CO76275	0.007346938775510204	0.5594432341396494	3
CO76318	0.004897959183673469	0.5594432341396494	3
CO76364	0.003061224489795918	0.5594432341396494	3
CO76520	0.003673469387755102	0.5594432341396494	3
CO76563	0.003673469387755102	0.5594432341396494	3
CO76622	0.009183673469387754	0.5594432341396494	3
CO76736	0.003061224489795918	0.5594432341396494	3
CO76834	0.003061224489795918	0.5594432341396494	3
CO76892	0.003061224489795918	0.5594432341396494	3
CO76895	0.005510204081632653	0.5594432341396494	3
CO81001	0.01836734693877551	0.5594432341396494	3
CO81065	0.007346938775510204	0.5594432341396494	3
CO81736	0.015918367346938776	0.5594432341396494	3
CO81794	0.003061224489795918	0.5594432341396494	3
CO85001	0.03	0.5594432341396494	3
CO85010	0.02877551020408163	0.5594432341396494	3
CO86001	0.005510204081632653	0.5594432341396494	3
CO86320	0.009795918367346938	0.5594432341396494	3
CO86568	0.009183673469387754	0.5594432341396494	3
CO86865	0.014081632653061223	0.5594432341396494	3
CO91001	0.024489795918367346	0.5594432341396494	3
CO95001	0.00673469387755102	0.5594432341396494	3
CO97001	0.024489795918367346	0.5594432341396494	3
CO99773	0.006122448979591836	0.5594432341396494	3
CO05001	0.010408163265306122	0.5596051604555025	4
CO05045	0.00857142857142857	0.5596051604555025	4
CO05051	0.007959183673469388	0.5596051604555025	4
CO05079	0.009183673469387754	0.5596051604555025	4
CO05088	0.009183673469387754	0.5596051604555025	4
CO05120	0.009183673469387754	0.5596051604555025	4
CO05147	0.007959183673469388	0.5596051604555025	4
CO05154	0.007959183673469388	0.5596051604555025	4
CO05172	0.007346938775510204	0.5596051604555025	4
CO05212	0.011632653061224489	0.5596051604555025	4
CO05250	0.011632653061224489	0.5596051604555025	4
CO05308	0.010408163265306122	0.5596051604555025	4
CO05360	0.007346938775510204	0.5596051604555025	4
CO05490	0.009183673469387754	0.5596051604555025	4
CO05579	0.009183673469387754	0.5596051604555025	4
CO05665	0.009795918367346938	0.5596051604555025	4
CO05736	0.012857142857142857	0.5596051604555025	4
CO05790	0.009795918367346938	0.5596051604555025	4
CO05837	0.007346938775510204	0.5596051604555025	4
CO05895	0.00857142857142857	0.5596051604555025	4
CO08001	0.00857142857142857	0.5596051604555025	4
CO08078	0.009795918367346938	0.5596051604555025	4
CO08296	0.011632653061224489	0.5596051604555025	4
CO08433	0.007959183673469388	0.5596051604555025	4
CO08573	0.00857142857142857	0.5596051604555025	4
CO08638	0.009795918367346938	0.5596051604555025	4
CO08758	0.007959183673469388	0.5596051604555025	4
CO13052	0.009183673469387754	0.5596051604555025	4
CO13244	0.009183673469387754	0.5596051604555025	4
CO13430	0.007959183673469388	0.5596051604555025	4
CO13468	0.010408163265306122	0.5596051604555025	4
CO13657	0.02510204081632653	0.5596051604555025	4
CO13670	0.00857142857142857	0.5596051604555025	4
CO13688	0.014693877551020407	0.5596051604555025	4
CO13836	0.00857142857142857	0.5596051604555025	4
CO15572	0.010408163265306122	0.5596051604555025	4
CO17042	0.009183673469387754	0.5596051604555025	4
CO17174	0.011020408163265306	0.5596051604555025	4
