municipality	alphaRest	rmse	rank
CO41396	0.011020408163265306	0.5653856112246883	62
CO41524	0.012857142857142857	0.5653856112246883	62
CO41551	0.00857142857142857	0.5653856112246883	62
CO41668	0.010408163265306122	0.5653856112246883	62
CO44001	0.005510204081632653	0.5653856112246883	62
CO44035	0.005510204081632653	0.5653856112246883	62
CO44078	0.007959183673469388	0.5653856112246883	62
CO44090	0.006122448979591836	0.5653856112246883	62
CO44279	0.00673469387755102	0.5653856112246883	62
CO44430	0.005510204081632653	0.5653856112246883	62
CO44560	0.004897959183673469	0.5653856112246883	62
CO44650	0.007346938775510204	0.5653856112246883	62
CO44847	0.004897959183673469	0.5653856112246883	62
CO47001	0.006122448979591836	0.5653856112246883	62
CO47053	0.010408163265306122	0.5653856112246883	62
CO47189	0.006122448979591836	0.5653856112246883	62
CO47245	0.005510204081632653	0.5653856112246883	62
CO47288	0.007346938775510204	0.5653856112246883	62
CO47555	0.006122448979591836	0.5653856112246883	62
CO47980	0.005510204081632653	0.5653856112246883	62
CO50001	0.007346938775510204	0.5653856112246883	62
CO50006	0.01346938775510204	0.5653856112246883	62
CO50313	0.015306122448979591	0.5653856112246883	62
CO50350	0.007346938775510204	0.5653856112246883	62
CO50573	0.03	0.5653856112246883	62
CO54003	0.00857142857142857	0.5653856112246883	62
CO54405	0.00857142857142857	0.5653856112246883	62
CO54498	0.007346938775510204	0.5653856112246883	62
CO54810	0.00857142857142857	0.5653856112246883	62
CO54874	0.007346938775510204	0.5653856112246883	62
CO63001	0.015306122448979591	0.5653856112246883	62
CO63130	0.010408163265306122	0.5653856112246883	62
CO63190	0.009183673469387754	0.5653856112246883	62
CO63401	0.00857142857142857	0.5653856112246883	62
CO63470	0.009795918367346938	0.5653856112246883	62
CO63594	0.009183673469387754	0.5653856112246883	62
CO66001	0.014693877551020407	0.5653856112246883	62
CO66170	0.015306122448979591	0.5653856112246883	62
CO66400	0.00857142857142857	0.5653856112246883	62
CO66682	0.007346938775510204	0.5653856112246883	62
CO68001	0.007959183673469388	0.5653856112246883	62
CO68081	0.007346938775510204	0.5653856112246883	62
CO68190	0.00673469387755102	0.5653856112246883	62
CO68276	0.007959183673469388	0.5653856112246883	62
CO68307	0.007346938775510204	0.5653856112246883	62
CO68406	0.007959183673469388	0.5653856112246883	62
CO68547	0.00857142857142857	0.5653856112246883	62
CO68575	0.00673469387755102	0.5653856112246883	62
CO68679	0.014081632653061223	0.5653856112246883	62
CO68689	0.00673469387755102	0.5653856112246883	62
CO68755	0.022653061224489793	0.5653856112246883	62
CO70001	0.009183673469387754	0.5653856112246883	62
CO70215	0.007959183673469388	0.5653856112246883	62
CO70429	0.00673469387755102	0.5653856112246883	62
CO70670	0.007959183673469388	0.5653856112246883	62
CO70708	0.00673469387755102	0.5653856112246883	62
CO70713	0.005510204081632653	0.5653856112246883	62
CO73001	0.012857142857142857	0.5653856112246883	62
CO73168	0.010408163265306122	0.5653856112246883	62
CO73268	0.00857142857142857	0.5653856112246883	62
CO73283	0.011632653061224489	0.5653856112246883	62
CO73319	0.01836734693877551	0.5653856112246883	62
CO73411	0.009183673469387754	0.5653856112246883	62
CO73449	0.022040816326530613	0.5653856112246883	62
CO73504	0.011020408163265306	0.5653856112246883	62
CO73555	0.009795918367346938	0.5653856112246883	62
CO76001	0.00857142857142857	0.5653856112246883	62
CO76147	0.00857142857142857	0.5653856112246883	62
CO76233	0.007959183673469388	0.5653856112246883	62
CO76248	0.00673469387755102	0.5653856112246883	62
CO76275	0.010408163265306122	0.5653856112246883	62
CO76318	0.007346938775510204	0.5653856112246883	62
CO76364	0.006122448979591836	0.5653856112246883	62
CO76520	0.007346938775510204	0.5653856112246883	62
CO76563	0.00673469387755102	0.5653856112246883	62
CO76622	0.011020408163265306	0.5653856112246883	62
CO76736	0.006122448979591836	0.5653856112246883	62
CO76834	0.006122448979591836	0.5653856112246883	62
CO76892	0.006122448979591836	0.5653856112246883	62
CO76895	0.007959183673469388	0.5653856112246883	62
CO81001	0.012857142857142857	0.5653856112246883	62
CO81065	0.009183673469387754	0.5653856112246883	62
CO81736	0.010408163265306122	0.5653856112246883	62
CO81794	0.006122448979591836	0.5653856112246883	62
CO85001	0.017755102040816324	0.5653856112246883	62
CO85010	0.019591836734693877	0.5653856112246883	62
CO86001	0.00857142857142857	0.5653856112246883	62
CO86320	0.010408163265306122	0.5653856112246883	62
CO86568	0.010408163265306122	0.5653856112246883	62
CO86865	0.012244897959183673	0.5653856112246883	62
CO91001	0.020816326530612245	0.5653856112246883	62
CO95001	0.009183673469387754	0.5653856112246883	62
CO97001	0.015306122448979591	0.5653856112246883	62
CO99773	0.009183673469387754	0.5653856112246883	62
CO05001	0.011632653061224489	0.565393989593781	63
CO05045	0.009795918367346938	0.565393989593781	63
CO05051	0.009795918367346938	0.565393989593781	63
CO05079	0.010408163265306122	0.565393989593781	63
CO05088	0.010408163265306122	0.565393989593781	63
CO05120	0.011020408163265306	0.565393989593781	63
CO05147	0.009795918367346938	0.565393989593781	63
CO05154	0.009795918367346938	0.565393989593781	63
CO05172	0.009183673469387754	0.565393989593781	63
CO05212	0.011632653061224489	0.565393989593781	63
CO05250	0.012244897959183673	0.565393989593781	63
CO05308	0.011632653061224489	0.565393989593781	63
CO05360	0.009795918367346938	0.565393989593781	63
CO05490	0.010408163265306122	0.565393989593781	63
CO05579	0.011020408163265306	0.565393989593781	63
CO05665	0.011020408163265306	0.565393989593781	63
CO05736	0.012857142857142857	0.565393989593781	63
CO05790	0.011020408163265306	0.565393989593781	63
CO05837	0.009795918367346938	0.565393989593781	63
CO05895	0.009795918367346938	0.565393989593781	63
CO08001	0.010408163265306122	0.565393989593781	63
CO08078	0.011020408163265306	0.565393989593781	63
CO08296	0.012244897959183673	0.565393989593781	63
CO08433	0.009795918367346938	0.565393989593781	63
CO08573	0.010408163265306122	0.565393989593781	63
CO08638	0.011020408163265306	0.565393989593781	63
CO08758	0.009183673469387754	0.565393989593781	63
CO13052	0.010408163265306122	0.565393989593781	63
CO13244	0.010408163265306122	0.565393989593781	63
CO13430	0.009795918367346938	0.565393989593781	63
CO13468	0.011632653061224489	0.565393989593781	63
CO13657	0.01836734693877551	0.565393989593781	63
CO13670	0.010408163265306122	0.565393989593781	63
CO13688	0.014081632653061223	0.565393989593781	63
CO13836	0.010408163265306122	0.565393989593781	63
CO15572	0.011632653061224489	0.565393989593781	63
CO17042	0.010408163265306122	0.565393989593781	63
CO17174	0.012244897959183673	0.565393989593781	63
CO17380	0.011020408163265306	0.565393989593781	63
CO18001	0.010408163265306122	0.565393989593781	63
CO18150	0.011020408163265306	0.565393989593781	63
CO18592	0.010408163265306122	0.565393989593781	63
CO18753	0.012244897959183673	0.565393989593781	63
CO19212	0.011020408163265306	0.565393989593781	63
CO19455	0.011020408163265306	0.565393989593781	63
CO19573	0.011020408163265306	0.565393989593781	63
CO19698	0.010408163265306122	0.565393989593781	63
CO20001	0.011020408163265306	0.565393989593781	63
CO20011	0.011632653061224489	0.565393989593781	63
CO20013	0.012857142857142857	0.565393989593781	63
CO20060	0.012244897959183673	0.565393989593781	63
CO20175	0.01346938775510204	0.565393989593781	63
CO23001	0.011020408163265306	0.565393989593781	63
CO23068	0.011020408163265306	0.565393989593781	63
CO23162	0.010408163265306122	0.565393989593781	63
CO23182	0.010408163265306122	0.565393989593781	63
CO23189	0.010408163265306122	0.565393989593781	63
CO23417	0.010408163265306122	0.565393989593781	63
CO23466	0.011020408163265306	0.565393989593781	63
CO23555	0.012244897959183673	0.565393989593781	63
CO23570	0.012244897959183673	0.565393989593781	63
CO23580	0.010408163265306122	0.565393989593781	63
CO23660	0.009795918367346938	0.565393989593781	63
CO23670	0.010408163265306122	0.565393989593781	63
CO23672	0.010408163265306122	0.565393989593781	63
CO23678	0.010408163265306122	0.565393989593781	63
CO23686	0.011020408163265306	0.565393989593781	63
CO23807	0.009183673469387754	0.565393989593781	63
CO23815	0.010408163265306122	0.565393989593781	63
CO23855	0.012857142857142857	0.565393989593781	63
CO25290	0.014081632653061223	0.565393989593781	63
CO25307	0.014081632653061223	0.565393989593781	63
CO25320	0.01836734693877551	0.565393989593781	63
CO25386	0.018979591836734692	0.565393989593781	63
CO27001	0.009795918367346938	0.565393989593781	63
CO41001	0.011632653061224489	0.565393989593781	63
CO41132	0.012244897959183673	0.565393989593781	63
CO41298	0.014693877551020407	0.565393989593781	63
CO41306	0.011020408163265306	0.565393989593781	63
CO41396	0.014693877551020407	0.565393989593781	63
CO41524	0.01653061224489796	0.565393989593781	63
CO41551	0.012244897959183673	0.565393989593781	63
CO41668	0.014693877551020407	0.565393989593781	63
CO44001	0.009795918367346938	0.565393989593781	63
CO44035	0.009795918367346938	0.565393989593781	63
CO44078	0.012244897959183673	0.565393989593781	63
CO44090	0.010408163265306122	0.565393989593781	63
CO44279	0.011020408163265306	0.565393989593781	63
CO44430	0.009795918367346938	0.565393989593781	63
CO44560	0.009183673469387754	0.565393989593781	63
CO44650	0.011632653061224489	0.565393989593781	63
CO44847	0.009183673469387754	0.565393989593781	63
CO47001	0.010408163265306122	0.565393989593781	63
CO47053	0.014693877551020407	0.565393989593781	63
CO47189	0.010408163265306122	0.565393989593781	63
CO47245	0.009795918367346938	0.565393989593781	63
CO47288	0.011020408163265306	0.565393989593781	63
CO47555	0.011020408163265306	0.565393989593781	63
CO47980	0.009795918367346938	0.565393989593781	63
CO50001	0.012244897959183673	0.565393989593781	63
CO50006	0.015918367346938776	0.565393989593781	63
CO50313	0.01836734693877551	0.565393989593781	63
CO50350	0.011632653061224489	0.565393989593781	63
CO50573	0.024489795918367346	0.565393989593781	63
CO54003	0.012857142857142857	0.565393989593781	63
CO54405	0.012857142857142857	0.565393989593781	63
CO54498	0.011632653061224489	0.565393989593781	63
CO54810	0.012857142857142857	0.565393989593781	63
CO54874	0.012244897959183673	0.565393989593781	63
CO63001	0.01714285714285714	0.565393989593781	63
CO63130	0.014081632653061223	0.565393989593781	63
CO63190	0.01346938775510204	0.565393989593781	63
CO63401	0.012857142857142857	0.565393989593781	63
CO63470	0.014081632653061223	0.565393989593781	63
CO63594	0.01346938775510204	0.565393989593781	63
CO66001	0.01714285714285714	0.565393989593781	63
CO66170	0.01714285714285714	0.565393989593781	63
CO66400	0.01346938775510204	0.565393989593781	63
CO66682	0.011632653061224489	0.565393989593781	63
CO68001	0.012244897959183673	0.565393989593781	63
CO68081	0.011632653061224489	0.565393989593781	63
CO68190	0.011020408163265306	0.565393989593781	63
CO68276	0.012244897959183673	0.565393989593781	63
CO68307	0.011632653061224489	0.565393989593781	63
CO68406	0.012244897959183673	0.565393989593781	63
CO68547	0.012244897959183673	0.565393989593781	63
CO68575	0.011020408163265306	0.565393989593781	63
CO68679	0.01714285714285714	0.565393989593781	63
CO68689	0.011632653061224489	0.565393989593781	63
CO68755	0.022040816326530613	0.565393989593781	63
CO70001	0.01346938775510204	0.565393989593781	63
CO70215	0.012244897959183673	0.565393989593781	63
CO70429	0.011020408163265306	0.565393989593781	63
CO70670	0.012244897959183673	0.565393989593781	63
CO70708	0.011020408163265306	0.565393989593781	63
CO70713	0.009795918367346938	0.565393989593781	63
CO73001	0.015918367346938776	0.565393989593781	63
CO73168	0.014081632653061223	0.565393989593781	63
CO73268	0.012857142857142857	0.565393989593781	63
CO73283	0.015306122448979591	0.565393989593781	63
CO73319	0.019591836734693877	0.565393989593781	63
CO73411	0.01346938775510204	0.565393989593781	63
CO73449	0.02020408163265306	0.565393989593781	63
CO73504	0.014081632653061223	0.565393989593781	63
CO73555	0.014693877551020407	0.565393989593781	63
CO76001	0.01346938775510204	0.565393989593781	63
CO76147	0.012857142857142857	0.565393989593781	63
CO76233	0.012244897959183673	0.565393989593781	63
CO76248	0.011020408163265306	0.565393989593781	63
CO76275	0.014081632653061223	0.565393989593781	63
CO76318	0.012244897959183673	0.565393989593781	63
CO76364	0.010408163265306122	0.565393989593781	63
CO76520	0.011020408163265306	0.565393989593781	63
CO76563	0.011632653061224489	0.565393989593781	63
CO76622	0.015306122448979591	0.565393989593781	63
CO76736	0.010408163265306122	0.565393989593781	63
CO76834	0.011020408163265306	0.565393989593781	63
CO76892	0.010408163265306122	0.565393989593781	63
CO76895	0.012857142857142857	0.565393989593781	63
CO81001	0.015918367346938776	0.565393989593781	63
CO81065	0.014081632653061223	0.565393989593781	63
CO81736	0.014693877551020407	0.565393989593781	63
CO81794	0.010408163265306122	0.565393989593781	63
CO85001	0.01836734693877551	0.565393989593781	63
CO85010	0.018979591836734692	0.565393989593781	63
CO86001	0.012857142857142857	0.565393989593781	63
CO86320	0.014693877551020407	0.565393989593781	63
CO86568	0.014081632653061223	0.565393989593781	63
CO86865	0.015918367346938776	0.565393989593781	63
CO91001	0.02020408163265306	0.565393989593781	63
CO95001	0.012857142857142857	0.565393989593781	63
CO97001	0.01653061224489796	0.565393989593781	63
CO99773	0.01346938775510204	0.565393989593781	63
CO05001	0.010408163265306122	0.5654519127121483	64
CO05045	0.009795918367346938	0.5654519127121483	64
CO05051	0.00857142857142857	0.5654519127121483	64
CO05079	0.009795918367346938	0.5654519127121483	64
CO05088	0.009795918367346938	0.5654519127121483	64
CO05120	0.010408163265306122	0.5654519127121483	64
CO05147	0.009183673469387754	0.5654519127121483	64
CO05154	0.00857142857142857	0.5654519127121483	64
CO05172	0.007959183673469388	0.5654519127121483	64
CO05212	0.011632653061224489	0.5654519127121483	64
CO05250	0.012244897959183673	0.5654519127121483	64
CO05308	0.011632653061224489	0.5654519127121483	64
CO05360	0.00857142857142857	0.5654519127121483	64
CO05490	0.010408163265306122	0.5654519127121483	64
CO05579	0.010408163265306122	0.5654519127121483	64
CO05665	0.010408163265306122	0.5654519127121483	64
CO05736	0.012857142857142857	0.5654519127121483	64
CO05790	0.011020408163265306	0.5654519127121483	64
CO05837	0.00857142857142857	0.5654519127121483	64
CO05895	0.009183673469387754	0.5654519127121483	64
CO08001	0.009183673469387754	0.5654519127121483	64
CO08078	0.010408163265306122	0.5654519127121483	64
CO08296	0.012244897959183673	0.5654519127121483	64
CO08433	0.009183673469387754	0.5654519127121483	64
CO08573	0.009795918367346938	0.5654519127121483	64
CO08638	0.011020408163265306	0.5654519127121483	64
CO08758	0.00857142857142857	0.5654519127121483	64
CO13052	0.010408163265306122	0.5654519127121483	64
CO13244	0.009795918367346938	0.5654519127121483	64
CO13430	0.009183673469387754	0.5654519127121483	64
CO13468	0.011632653061224489	0.5654519127121483	64
CO13657	0.024489795918367346	0.5654519127121483	64
CO13670	0.009795918367346938	0.5654519127121483	64
CO13688	0.015918367346938776	0.5654519127121483	64
CO13836	0.009795918367346938	0.5654519127121483	64
CO15572	0.011632653061224489	0.5654519127121483	64
CO17042	0.009795918367346938	0.5654519127121483	64
CO17174	0.011632653061224489	0.5654519127121483	64
CO17380	0.010408163265306122	0.5654519127121483	64
CO18001	0.009795918367346938	0.5654519127121483	64
CO18150	0.009795918367346938	0.5654519127121483	64
CO18592	0.009795918367346938	0.5654519127121483	64
CO18753	0.012244897959183673	0.5654519127121483	64
CO19212	0.011020408163265306	0.5654519127121483	64
CO19455	0.010408163265306122	0.5654519127121483	64
CO19573	0.011020408163265306	0.5654519127121483	64
CO19698	0.009795918367346938	0.5654519127121483	64
CO20001	0.010408163265306122	0.5654519127121483	64
CO20011	0.011632653061224489	0.5654519127121483	64
CO20013	0.014081632653061223	0.5654519127121483	64
CO20060	0.012244897959183673	0.5654519127121483	64
CO20175	0.014081632653061223	0.5654519127121483	64
CO23001	0.010408163265306122	0.5654519127121483	64
CO23068	0.011020408163265306	0.5654519127121483	64
CO23162	0.009183673469387754	0.5654519127121483	64
CO23182	0.009183673469387754	0.5654519127121483	64
CO23189	0.009183673469387754	0.5654519127121483	64
CO23417	0.009795918367346938	0.5654519127121483	64
CO23466	0.010408163265306122	0.5654519127121483	64
CO23555	0.012857142857142857	0.5654519127121483	64
CO23570	0.012857142857142857	0.5654519127121483	64
CO23580	0.009795918367346938	0.5654519127121483	64
CO23660	0.009183673469387754	0.5654519127121483	64
CO23670	0.009183673469387754	0.5654519127121483	64
CO23672	0.009183673469387754	0.5654519127121483	64
CO23678	0.009795918367346938	0.5654519127121483	64
CO23686	0.010408163265306122	0.5654519127121483	64
CO23807	0.00857142857142857	0.5654519127121483	64
CO23815	0.009795918367346938	0.5654519127121483	64
CO23855	0.014081632653061223	0.5654519127121483	64
CO25290	0.015918367346938776	0.5654519127121483	64
CO25307	0.014693877551020407	0.5654519127121483	64
CO25320	0.03	0.5654519127121483	64
CO25386	0.025714285714285714	0.5654519127121483	64
CO27001	0.00857142857142857	0.5654519127121483	64
CO41001	0.011632653061224489	0.5654519127121483	64
CO41132	0.012244897959183673	0.5654519127121483	64
CO41298	0.015918367346938776	0.5654519127121483	64
CO41306	0.010408163265306122	0.5654519127121483	64
CO41396	0.01836734693877551	0.5654519127121483	64
CO41524	0.019591836734693877	0.5654519127121483	64
CO41551	0.012857142857142857	0.5654519127121483	64
CO41668	0.015306122448979591	0.5654519127121483	64
CO44001	0.00857142857142857	0.5654519127121483	64
CO44035	0.00857142857142857	0.5654519127121483	64
CO44078	0.012857142857142857	0.5654519127121483	64
CO44090	0.009795918367346938	0.5654519127121483	64
CO44279	0.011020408163265306	0.5654519127121483	64
CO44430	0.009183673469387754	0.5654519127121483	64
CO44560	0.007959183673469388	0.5654519127121483	64
CO44650	0.011632653061224489	0.5654519127121483	64
CO44847	0.007959183673469388	0.5654519127121483	64
CO47001	0.009795918367346938	0.5654519127121483	64
CO47053	0.01714285714285714	0.5654519127121483	64
CO47189	0.009183673469387754	0.5654519127121483	64
CO47245	0.009183673469387754	0.5654519127121483	64
CO47288	0.011020408163265306	0.5654519127121483	64
CO47555	0.009795918367346938	0.5654519127121483	64
CO47980	0.009183673469387754	0.5654519127121483	64
CO50001	0.011632653061224489	0.5654519127121483	64
CO50006	0.018979591836734692	0.5654519127121483	64
CO50313	0.023265306122448978	0.5654519127121483	64
CO50350	0.011020408163265306	0.5654519127121483	64
CO50573	0.03	0.5654519127121483	64
CO54003	0.01346938775510204	0.5654519127121483	64
CO54405	0.01346938775510204	0.5654519127121483	64
CO54498	0.011632653061224489	0.5654519127121483	64
CO54810	0.012857142857142857	0.5654519127121483	64
CO54874	0.012244897959183673	0.5654519127121483	64
CO63001	0.024489795918367346	0.5654519127121483	64
CO63130	0.015306122448979591	0.5654519127121483	64
CO63190	0.014693877551020407	0.5654519127121483	64
CO63401	0.01346938775510204	0.5654519127121483	64
CO63470	0.015306122448979591	0.5654519127121483	64
CO63594	0.014081632653061223	0.5654519127121483	64
CO66001	0.02510204081632653	0.5654519127121483	64
CO66170	0.024489795918367346	0.5654519127121483	64
CO66400	0.014081632653061223	0.5654519127121483	64
CO66682	0.011632653061224489	0.5654519127121483	64
CO68001	0.012244897959183673	0.5654519127121483	64
CO68081	0.011632653061224489	0.5654519127121483	64
CO68190	0.011020408163265306	0.5654519127121483	64
CO68276	0.012857142857142857	0.5654519127121483	64
CO68307	0.011020408163265306	0.5654519127121483	64
CO68406	0.012857142857142857	0.5654519127121483	64
CO68547	0.012857142857142857	0.5654519127121483	64
CO68575	0.010408163265306122	0.5654519127121483	64
CO68679	0.022040816326530613	0.5654519127121483	64
CO68689	0.011020408163265306	0.5654519127121483	64
CO68755	0.029387755102040815	0.5654519127121483	64
CO70001	0.014693877551020407	0.5654519127121483	64
CO70215	0.012244897959183673	0.5654519127121483	64
CO70429	0.011020408163265306	0.5654519127121483	64
CO70670	0.012244897959183673	0.5654519127121483	64
CO70708	0.010408163265306122	0.5654519127121483	64
CO70713	0.009183673469387754	0.5654519127121483	64
CO73001	0.020816326530612245	0.5654519127121483	64
CO73168	0.015918367346938776	0.5654519127121483	64
CO73268	0.01346938775510204	0.5654519127121483	64
CO73283	0.01836734693877551	0.5654519127121483	64
CO73319	0.03	0.5654519127121483	64
CO73411	0.014693877551020407	0.5654519127121483	64
CO73449	0.03	0.5654519127121483	64
CO73504	0.015918367346938776	0.5654519127121483	64
CO73555	0.01653061224489796	0.5654519127121483	64
CO76001	0.01346938775510204	0.5654519127121483	64
CO76147	0.012857142857142857	0.5654519127121483	64
CO76233	0.011632653061224489	0.5654519127121483	64
CO76248	0.010408163265306122	0.5654519127121483	64
CO76275	0.014693877551020407	0.5654519127121483	64
CO76318	0.012244897959183673	0.5654519127121483	64
CO76364	0.009795918367346938	0.5654519127121483	64
CO76520	0.011020408163265306	0.5654519127121483	64
CO76563	0.011020408163265306	0.5654519127121483	64
CO76622	0.01714285714285714	0.5654519127121483	64
CO76736	0.009183673469387754	0.5654519127121483	64
CO76834	0.009795918367346938	0.5654519127121483	64
CO76892	0.009795918367346938	0.5654519127121483	64
CO76895	0.012857142857142857	0.5654519127121483	64
CO81001	0.01836734693877551	0.5654519127121483	64
CO81065	0.014693877551020407	0.5654519127121483	64
CO81736	0.01653061224489796	0.5654519127121483	64
CO81794	0.009795918367346938	0.5654519127121483	64
CO85001	0.022653061224489793	0.5654519127121483	64
CO85010	0.03	0.5654519127121483	64
CO86001	0.01346938775510204	0.5654519127121483	64
CO86320	0.015918367346938776	0.5654519127121483	64
CO86568	0.015306122448979591	0.5654519127121483	64
CO86865	0.01836734693877551	0.5654519127121483	64
CO91001	0.03	0.5654519127121483	64
CO95001	0.01346938775510204	0.5654519127121483	64
CO97001	0.023265306122448978	0.5654519127121483	64
CO99773	0.014693877551020407	0.5654519127121483	64
CO05001	0.004897959183673469	0.5655372672723762	65
CO05045	0.004285714285714285	0.5655372672723762	65
CO05051	0.003673469387755102	0.5655372672723762	65
CO05079	0.004285714285714285	0.5655372672723762	65
CO05088	0.004285714285714285	0.5655372672723762	65
CO05120	0.004897959183673469	0.5655372672723762	65
CO05147	0.003673469387755102	0.5655372672723762	65
CO05154	0.003673469387755102	0.5655372672723762	65
CO05172	0.003061224489795918	0.5655372672723762	65
CO05212	0.006122448979591836	0.5655372672723762	65
CO05250	0.00673469387755102	0.5655372672723762	65
CO05308	0.005510204081632653	0.5655372672723762	65
CO05360	0.003673469387755102	0.5655372672723762	65
CO05490	0.004897959183673469	0.5655372672723762	65
CO05579	0.004897959183673469	0.5655372672723762	65
CO05665	0.004897959183673469	0.5655372672723762	65
CO05736	0.00673469387755102	0.5655372672723762	65
CO05790	0.004897959183673469	0.5655372672723762	65
CO05837	0.003673469387755102	0.5655372672723762	65
CO05895	0.004285714285714285	0.5655372672723762	65
CO08001	0.004285714285714285	0.5655372672723762	65
CO08078	0.004897959183673469	0.5655372672723762	65
CO08296	0.006122448979591836	0.5655372672723762	65
CO08433	0.004285714285714285	0.5655372672723762	65
CO08573	0.004285714285714285	0.5655372672723762	65
CO08638	0.004897959183673469	0.5655372672723762	65
CO08758	0.003061224489795918	0.5655372672723762	65
CO13052	0.004897959183673469	0.5655372672723762	65
CO13244	0.004285714285714285	0.5655372672723762	65
CO13430	0.003673469387755102	0.5655372672723762	65
CO13468	0.005510204081632653	0.5655372672723762	65
CO13657	0.020816326530612245	0.5655372672723762	65
CO13670	0.004285714285714285	0.5655372672723762	65
CO13688	0.009183673469387754	0.5655372672723762	65
CO13836	0.004285714285714285	0.5655372672723762	65
CO15572	0.005510204081632653	0.5655372672723762	65
CO17042	0.004285714285714285	0.5655372672723762	65
CO17174	0.006122448979591836	0.5655372672723762	65
CO17380	0.004897959183673469	0.5655372672723762	65
CO18001	0.004285714285714285	0.5655372672723762	65
CO18150	0.004897959183673469	0.5655372672723762	65
CO18592	0.004285714285714285	0.5655372672723762	65
CO18753	0.00673469387755102	0.5655372672723762	65
CO19212	0.005510204081632653	0.5655372672723762	65
CO19455	0.004897959183673469	0.5655372672723762	65
CO19573	0.005510204081632653	0.5655372672723762	65
CO19698	0.004897959183673469	0.5655372672723762	65
CO20001	0.004897959183673469	0.5655372672723762	65
CO20011	0.006122448979591836	0.5655372672723762	65
CO20013	0.007959183673469388	0.5655372672723762	65
CO20060	0.006122448979591836	0.5655372672723762	65
CO20175	0.007959183673469388	0.5655372672723762	65
CO23001	0.004897959183673469	0.5655372672723762	65
CO23068	0.005510204081632653	0.5655372672723762	65
CO23162	0.004285714285714285	0.5655372672723762	65
CO23182	0.004285714285714285	0.5655372672723762	65
CO23189	0.004285714285714285	0.5655372672723762	65
CO23417	0.004285714285714285	0.5655372672723762	65
CO23466	0.004897959183673469	0.5655372672723762	65
CO23555	0.00673469387755102	0.5655372672723762	65
CO23570	0.00673469387755102	0.5655372672723762	65
CO23580	0.004285714285714285	0.5655372672723762	65
CO23660	0.003673469387755102	0.5655372672723762	65
CO23670	0.004285714285714285	0.5655372672723762	65
CO23672	0.004285714285714285	0.5655372672723762	65
CO23678	0.004285714285714285	0.5655372672723762	65
CO23686	0.004897959183673469	0.5655372672723762	65
CO23807	0.003673469387755102	0.5655372672723762	65
CO23815	0.004285714285714285	0.5655372672723762	65
CO23855	0.007346938775510204	0.5655372672723762	65
CO25290	0.009795918367346938	0.5655372672723762	65
CO25307	0.00857142857142857	0.5655372672723762	65
CO25320	0.023265306122448978	0.5655372672723762	65
CO25386	0.02693877551020408	0.5655372672723762	65
CO27001	0.003673469387755102	0.5655372672723762	65
CO41001	0.005510204081632653	0.5655372672723762	65
CO41132	0.006122448979591836	0.5655372672723762	65
CO41298	0.009795918367346938	0.5655372672723762	65
CO41306	0.004897959183673469	0.5655372672723762	65
CO41396	0.011020408163265306	0.5655372672723762	65
CO41524	0.014081632653061223	0.5655372672723762	65
CO41551	0.007346938775510204	0.5655372672723762	65
CO41668	0.009183673469387754	0.5655372672723762	65
CO44001	0.003673469387755102	0.5655372672723762	65
CO44035	0.003673469387755102	0.5655372672723762	65
CO44078	0.00673469387755102	0.5655372672723762	65
CO44090	0.004285714285714285	0.5655372672723762	65
CO44279	0.004897959183673469	0.5655372672723762	65
CO44430	0.004285714285714285	0.5655372672723762	65
CO44560	0.003061224489795918	0.5655372672723762	65
CO44650	0.005510204081632653	0.5655372672723762	65
CO44847	0.003673469387755102	0.5655372672723762	65
CO47001	0.004285714285714285	0.5655372672723762	65
CO47053	0.010408163265306122	0.5655372672723762	65
CO47189	0.004285714285714285	0.5655372672723762	65
CO47245	0.003673469387755102	0.5655372672723762	65
CO47288	0.005510204081632653	0.5655372672723762	65
CO47555	0.004285714285714285	0.5655372672723762	65
CO47980	0.003673469387755102	0.5655372672723762	65
CO50001	0.006122448979591836	0.5655372672723762	65
CO50006	0.01346938775510204	0.5655372672723762	65
CO50313	0.022653061224489793	0.5655372672723762	65
CO50350	0.005510204081632653	0.5655372672723762	65
CO50573	0.029387755102040815	0.5655372672723762	65
CO54003	0.007346938775510204	0.5655372672723762	65
CO54405	0.007346938775510204	0.5655372672723762	65
CO54498	0.005510204081632653	0.5655372672723762	65
CO54810	0.00673469387755102	0.5655372672723762	65
CO54874	0.006122448979591836	0.5655372672723762	65
CO63001	0.01836734693877551	0.5655372672723762	65
CO63130	0.010408163265306122	0.5655372672723762	65
CO63190	0.007959183673469388	0.5655372672723762	65
CO63401	0.007346938775510204	0.5655372672723762	65
CO63470	0.00857142857142857	0.5655372672723762	65
CO63594	0.007959183673469388	0.5655372672723762	65
CO66001	0.01836734693877551	0.5655372672723762	65
CO66170	0.02020408163265306	0.5655372672723762	65
CO66400	0.007959183673469388	0.5655372672723762	65
CO66682	0.005510204081632653	0.5655372672723762	65
CO68001	0.006122448979591836	0.5655372672723762	65
CO68081	0.006122448979591836	0.5655372672723762	65
CO68190	0.005510204081632653	0.5655372672723762	65
CO68276	0.00673469387755102	0.5655372672723762	65
CO68307	0.005510204081632653	0.5655372672723762	65
CO68406	0.00673469387755102	0.5655372672723762	65
CO68547	0.00673469387755102	0.5655372672723762	65
CO68575	0.004897959183673469	0.5655372672723762	65
